iter	PairLogit	AverageGain:top=10	MAP:top=5	RecallAt:top=10	PrecisionAt:top=10
230	0.6175660381	0.2755419376	0.1167606025	0.6206900043	0.07589886213
235	0.6171161277	0.2757420377	0.1173143516	0.6209806418	0.07584883712
240	0.6167385423	0.2758671002	0.1181778389	0.6211635858	0.0757988121
245	0.6163585164	0.2762172753	0.1179802401	0.6210394978	0.07584883712
250	0.6159072114	0.2766549942	0.1184030904	0.6215669801	0.07609896218
255	0.6154339416	0.2769551442	0.1186120838	0.6214418232	0.07634908724
260	0.6150463229	0.2770301818	0.1191504085	0.6226133901	0.07654918729
265	0.6146458817	0.2774679006	0.1193028459	0.6226301401	0.07679931235
270	0.6142215388	0.2777305319	0.1196006337	0.6235058721	0.07714948744
275	0.6138737821	0.2777680507	0.120010005	0.6236907154	0.07714948744
280	0.6134747355	0.277930632	0.1206918737	0.6238944372	0.07704943742
285	0.6130788655	0.278180757	0.1214732366	0.6252760804	0.0773996125
290	0.6127286683	0.2784433884	0.122189428	0.6249586598	0.07749966253
295	0.6124006683	0.2783683508	0.1224134289	0.624375346	0.07749966253
300	0.6120406316	0.2785559446	0.1228551776	0.6255999482	0.07749966253
305	0.6116679272	0.2785434384	0.1231328164	0.6256974175	0.07749966253
310	0.6113036292	0.279068701	0.1231303152	0.6253207072	0.07774978759
315	0.6109401059	0.279118726	0.1231129454	0.6257817432	0.07764973757
320	0.6105646899	0.2792562948	0.1241640265	0.6263928884	0.07794988764
325	0.6101896612	0.2794063699	0.1243600967	0.6270896653	0.07809996268
330	0.6098700675	0.2795189261	0.1249335779	0.6270062903	0.07809996268
335	0.6095287028	0.2794563949	0.1250019454	0.627220121	0.07814998769
340	0.6092125568	0.2797440387	0.1252280307	0.6278501979	0.07845013777
345	0.6088859902	0.2797690512	0.1254795453	0.6286173894	0.07865023782
350	0.6085583776	0.2796439887	0.1256203102	0.6286535186	0.07850016278
355	0.6082030282	0.2797940637	0.1254046468	0.6281911662	0.07855018779
360	0.6078687139	0.2799441387	0.1255951587	0.6271656535	0.07845013777
365	0.6075364914	0.2804193764	0.1253098772	0.6275872929	0.07855018779
370	0.6072474238	0.2805819576	0.1254937191	0.6291176035	0.07890036288
375	0.6069184166	0.2805569451	0.1250771219	0.6288466347	0.07870026283
380	0.6066430237	0.280944639	0.1257795564	0.6294355444	0.07910046293
385	0.6063642605	0.2812698016	0.1257569062	0.6297689031	0.07905043792
390	0.6060761614	0.2814073704	0.1261343172	0.6296867525	0.07915048794
395	0.6057589308	0.2816574954	0.1262910622	0.6299191195	0.07930056298
400	0.6054600623	0.2817950642	0.1264408593	0.6293648922	0.079400613
405	0.6050957255	0.2819951642	0.1266805625	0.6297234048	0.079400613
410	0.6048206037	0.2821077205	0.1267997888	0.6296124518	0.079400613
415	0.6044798588	0.2823453393	0.1269176255	0.6302930681	0.07955068804
420	0.6041919533	0.2825829581	0.1273028181	0.6309754269	0.07965073807
425	0.6038867704	0.2826079707	0.1272061031	0.6310302162	0.0798008131
430	0.6035605137	0.2825579456	0.1277761103	0.631236428	0.07985083812
435	0.6032804722	0.2826705019	0.1273934189	0.6314138165	0.0798008131
440	0.60301949	0.2826204769	0.1276320104	0.6311462314	0.0798008131
445	0.6027005936	0.2827455394	0.1278121005	0.6314637933	0.08005093817
450	0.602425898	0.283070702	0.1282028514	0.6312257955	0.08020101321
455	0.6021087062	0.2830081708	0.1281057195	0.6318437452	0.08015098819
460	0.6018063512	0.2831957645	0.1283762715	0.6322580378	0.08025103822
465	0.6015826356	0.283170752	0.1280455506	0.6325649678	0.08025103822
470	0.6013164238	0.2832708021	0.128421155	0.633401667	0.08035108824
475	0.6010000454	0.2834458896	0.1282748319	0.632187001	0.08020101321
480	0.6006932742	0.2835459396	0.1288362237	0.6320917153	0.08020101321
485	0.6004030444	0.2836334834	0.1296532989	0.6314366259	0.08010096318
490	0.6001027038	0.2838836085	0.1298217164	0.6313943474	0.08030106323
495	0.5998020534	0.2840211773	0.129622728	0.6318207816	0.08035108824
500	0.5995703964	0.2841212273	0.1297461231	0.6321729418	0.08060121331
505	0.5993039908	0.2840837085	0.1294187371	0.6321064829	0.08045113827
510	0.5990059358	0.2841212273	0.129522678	0.6321759621	0.08055118829
515	0.5987466195	0.2842462898	0.1299948585	0.632733112	0.08080131336
520	0.5985026049	0.2844714024	0.1301345117	0.6323210012	0.08075128834
525	0.5982565371	0.2845964649	0.1296534378	0.6322260699	0.08085133837
530	0.5979936568	0.2846965149	0.1305833472	0.6333135184	0.08100141341
535	0.5977162882	0.2848841087	0.1309271302	0.6337374506	0.08125153847
540	0.5974350845	0.2852217776	0.1309062865	0.6343889669	0.08135158849
545	0.5971730952	0.2853468401	0.1309888277	0.6345755501	0.08130156348
550	0.5969511229	0.2852968151	0.1312422878	0.6339418999	0.08110146343
555	0.5967282208	0.2856970152	0.1319337447	0.6348840376	0.08145163852
560	0.5965206205	0.285834584	0.1325208438	0.6351522273	0.08150166353
565	0.5962873365	0.2860722028	0.1324974987	0.6363927465	0.08165173857
570	0.5960457237	0.2860471903	0.1324230171	0.6356215276	0.08155168854
575	0.5957813325	0.2859596465	0.1327187205	0.6354612248	0.08160171356
580	0.5955084964	0.286084709	0.1321143905	0.6362704317	0.08185183862
585	0.5952377909	0.2862723028	0.1329253516	0.6373070611	0.08210196368
590	0.5950052041	0.2864098716	0.1333697404	0.637041777	0.08200191366
595	0.5947928003	0.2867475404	0.1338858318	0.6376045583	0.08220201371
600	0.59455111	0.286872603	0.1334361625	0.6377267154	0.08230206373
605	0.5942737414	0.286922628	0.1337101884	0.6378473727	0.08245213877
610	0.5940082268	0.287122728	0.1339610083	0.6385035449	0.08250216378
615	0.5938166256	0.2872728031	0.1340349341	0.6388787325	0.08250216378
620	0.5935647858	0.2871102218	0.1345599188	0.6390127281	0.08255218879
625	0.5933118225	0.2873353343	0.134319243	0.6394206701	0.08255218879
630	0.5930783448	0.2874979156	0.1347366739	0.6394206701	0.08260221381
635	0.5928418455	0.2875729531	0.1348668779	0.6395108524	0.08265223882
640	0.592612784	0.287910622	0.1345008615	0.6389597173	0.08265223882
645	0.5923767883	0.2877980657	0.1344722361	0.6388729586	0.08270226383
650	0.592124135	0.2877855594	0.1346834528	0.6395600834	0.08280231386
655	0.5919103752	0.2882482908	0.1349367739	0.6402108146	0.08310246393
660	0.5916740696	0.2885484409	0.1346139737	0.6394979582	0.08305243892
665	0.5914127776	0.2886109722	0.1352926463	0.6399561418	0.08305243892
670	0.5911791449	0.2886484909	0.1351989884	0.6396524185	0.08285233887
675	0.5909629834	0.2884608971	0.1355515258	0.6395902662	0.08285233887
680	0.5907185039	0.2887735534	0.1354049247	0.6394844441	0.08285233887
685	0.5904811911	0.2888610972	0.1362914791	0.6403310795	0.08310246393
690	0.590312833	0.2890111723	0.1363239953	0.6402931818	0.08310246393
695	0.5900401131	0.2890361848	0.1360456617	0.6409184944	0.08305243892
700	0.5897984228	0.2891362348	0.1362485409	0.640917178	0.08325253897
705	0.5895743586	0.2892112723	0.1359242121	0.641160282	0.08340261401
710	0.5893589718	0.2892112723	0.1365467456	0.6415313009	0.08340261401
715	0.5891060086	0.2891362348	0.1365613362	0.6413003241	0.08330256398
720	0.5888983695	0.2892738036	0.13670891	0.641637993	0.08340261401
725	0.5886759711	0.2894864099	0.136865933	0.642190163	0.08360271406
730	0.5884364114	0.2896114724	0.1370458841	0.6418381832	0.08365273907
735	0.5882222643	0.289936635	0.1370909066	0.6426222874	0.08390286413
740	0.5880063739	0.2899491412	0.1371413485	0.6422831238	0.08380281411
745	0.587760035	0.2899991662	0.1376285365	0.6426151611	0.08400291416
750	0.5875356221	0.2900616975	0.137960508	0.6428960375	0.08400291416
755	0.5872996651	0.2902993163	0.1383690456	0.6426427543	0.08415298919
760	0.5870758333	0.2903618476	0.1385250959	0.6425866175	0.08400291416
765	0.5868303467	0.2904618976	0.1382853927	0.6420763244	0.08400291416
770	0.5866363049	0.2905369351	0.1381599133	0.6421799743	0.08405293917
775	0.5864500883	0.2902993163	0.1382167473	0.6418534953	0.08390286413
780	0.5862278061	0.2905119226	0.1380113668	0.6420885755	0.08395288914
785	0.5860214841	0.2905119226	0.1382345339	0.6423261943	0.08395288914
790	0.5857596885	0.2906494914	0.1381176699	0.6420603688	0.08395288914
795	0.5855463936	0.2908871102	0.1386036074	0.6429228481	0.08430306423
800	0.5853381348	0.2907245289	0.1386255628	0.6417333645	0.08400291416
805	0.5851086859	0.2910371853	0.1384338002	0.6421603457	0.08400291416
810	0.5848637803	0.290824579	0.1384471402	0.641418308	0.08390286413
815	0.5846404521	0.291074704	0.1383423656	0.6420898559	0.08410296418
820	0.5843949654	0.2912247791	0.138347924	0.6427078416	0.08420301421
825	0.5842340451	0.2912622978	0.1384488077	0.6428494379	0.08415298919
830	0.5840563898	0.2913248291	0.138681424	0.642270577	0.08415298919
835	0.5838763327	0.2914749041	0.1381585237	0.6429080169	0.08430306423
840	0.5836313496	0.2913623478	0.1387611861	0.64304878	0.08435308924
845	0.5833972133	0.2914248791	0.1388387249	0.6436703028	0.08440311426
850	0.5831462645	0.2916750042	0.1390467456	0.6433576465	0.08440311426
855	0.5829632245	0.2918250792	0.1393767717	0.6436472023	0.08460321431
860	0.5827206819	0.291962648	0.1391958479	0.6434768038	0.08435308924
865	0.5824941385	0.2919376355	0.1394194319	0.644127129	0.08455318929
870	0.5823152435	0.2921502418	0.1397658551	0.6438095459	0.08480331436
875	0.5821274774	0.2925504419	0.1396778945	0.644680528	0.08515348944
880	0.5819259978	0.2926629982	0.1395647824	0.6436296238	0.08495338939
885	0.5816943408	0.2929256295	0.1397482074	0.6447099258	0.08520351446
890	0.5814819369	0.2929256295	0.1399735979	0.6446473945	0.08520351446
895	0.5812934347	0.293000667	0.1398351954	0.6456336019	0.08545363952
900	0.5810978047	0.2931632483	0.139269079	0.6458045207	0.08540361451
905	0.5809128664	0.2932257796	0.1392321161	0.6458863798	0.08545363952
910	0.5807171202	0.2934508921	0.1394622311	0.6465287465	0.08545363952
915	0.5805502342	0.2932507921	0.1396578845	0.6460925435	0.08535358949
920	0.5803384113	0.2934133734	0.1399341337	0.6460244539	0.08540361451
925	0.5801546353	0.2936134734	0.1402412317	0.6464051999	0.08540361451
930	0.5799670629	0.2936009672	0.1403692124	0.6462050998	0.08540361451
935	0.5797937463	0.2937635484	0.1400832361	0.6464804539	0.08550366453
940	0.5795815748	0.2940261798	0.1399873548	0.6463359372	0.08560371456
945	0.5793644061	0.2939136235	0.1400880996	0.6464193123	0.08565373957
950	0.5791489805	0.2939636485	0.1408689067	0.6470148481	0.08570376458
955	0.5789412253	0.2940136735	0.1407355066	0.6470300072	0.08575378959
960	0.5787303322	0.2941012173	0.1409247679	0.646714698	0.08565373957
965	0.5785142869	0.2940762048	0.1412454839	0.64655726	0.08555368954
970	0.5782925857	0.2942888111	0.1414182091	0.6463141731	0.08575378959
975	0.5781021079	0.294188761	0.1417995109	0.6465261839	0.08575378959
980	0.5778905563	0.2943388361	0.1419038686	0.6465466486	0.08590386463
985	0.5776777262	0.2945139236	0.1420814574	0.6465376615	0.08600391466
990	0.57751177	0.2945264299	0.1414705964	0.6468048405	0.08595388964
995	0.577314048	0.2944638986	0.1414350231	0.6462301484	0.08585383962
1000	0.5771463872	0.2944263799	0.141612056	0.6468183213	0.08590386463
1005	0.5769905417	0.2946514924	0.1414661497	0.6470100838	0.08595388964
1010	0.5768136224	0.2947140237	0.141522011	0.6471639486	0.08610396468
1015	0.5765995528	0.29502668	0.1420697849	0.6488526718	0.08625403972
1020	0.5764214713	0.2950641988	0.141678756	0.6486101263	0.08635408974
1025	0.5762329691	0.2952768051	0.1413096826	0.6499274516	0.08670426483
1030	0.5760218824	0.2952517926	0.1410845701	0.649535589	0.08660421481
1035	0.5758541054	0.2952142738	0.1416911233	0.6488685888	0.08640411476
1040	0.575692604	0.2954018676	0.1411629426	0.6497779721	0.08675428984
1045	0.5755050703	0.2956019677	0.1415314602	0.6504949973	0.08705443992
1050	0.5753415159	0.2957770552	0.1419119282	0.6510667117	0.08710446493
1055	0.5751699425	0.2958896115	0.1420699239	0.6510352566	0.08720451496
1060	0.57497838	0.295964649	0.1419249903	0.6506308877	0.08705443992
1065	0.5747885994	0.296114724	0.142056167	0.6510394253	0.08725453997
1070	0.5746279116	0.2960271803	0.1426789784	0.6506948086	0.08700441491
1075	0.5744828742	0.295964649	0.1423946696	0.6502875088	0.08705443992
1080	0.5742784892	0.2959521427	0.1421691401	0.6495130831	0.08695438989
1085	0.5740644195	0.2960521928	0.1421449614	0.6503523916	0.08730456498
1090	0.5738957516	0.2962272803	0.1423174087	0.6503931171	0.08740461501
1095	0.5737198007	0.2965024179	0.1426345117	0.6509236518	0.08770476508
1100	0.5735123166	0.2966524929	0.1423836918	0.6505616347	0.08765474007
1105	0.5733345838	0.2967150242	0.1418751042	0.6507985588	0.08770476508
1110	0.5732044995	0.296802568	0.141889278	0.6507561033	0.08775479009
1115	0.5730603918	0.2969651492	0.142740398	0.6511897617	0.08800491516
1120	0.5728748338	0.2970276805	0.1425118115	0.650760618	0.08780481511
1125	0.5727313072	0.2972152743	0.1422944806	0.6515052211	0.08805494017
1130	0.5725702707	0.2970401868	0.1424301039	0.6513885692	0.08800491516
1135	0.5723783983	0.2972277806	0.1424053694	0.6517161139	0.08805494017
1140	0.5721726187	0.2976905119	0.1423190762	0.6518830053	0.08825504022
1145	0.5719691634	0.2976279807	0.1426108888	0.6521397895	0.08850516528
1150	0.5717893387	0.2977280307	0.1424427492	0.652023254	0.08840511526
1155	0.5716111798	0.2979656495	0.1427959813	0.652886781	0.08855519029
1160	0.5714322848	0.2979781557	0.1426343727	0.6529547974	0.08865524032
1165	0.5712310376	0.2979656495	0.1428089045	0.6532585207	0.08865524032
1170	0.5710319598	0.2981032183	0.1429486966	0.6536753958	0.08870526533
1175	0.570839855	0.2979781557	0.1426446557	0.6529119189	0.08860521531
1180	0.5706706834	0.2980281808	0.1426771719	0.6531847826	0.08870526533
1185	0.5705343234	0.2982908121	0.14314435	0.6536350077	0.08880531536
1190	0.5703546149	0.2985159246	0.1430487466	0.6541352578	0.08895539039
1195	0.5701762623	0.2987035184	0.1434014229	0.6534229969	0.08895539039
1200	0.5700180925	0.2987535434	0.143678228	0.6533242633	0.08895539039
1205	0.5698546542	0.2985659496	0.1436526597	0.6527980262	0.08890536538
1210	0.5696514701	0.2984658996	0.1437506253	0.6528039815	0.08890536538
1215	0.5694880706	0.2986534934	0.1438965316	0.6533917754	0.08895539039
1220	0.5693283512	0.2989161247	0.1439344672	0.6539754006	0.08905544042
1225	0.5691556932	0.2989161247	0.1442208604	0.6537133648	0.08895539039
1230	0.568976527	0.2989411372	0.1443842755	0.6547579347	0.08915549044
1235	0.5688119653	0.299078706	0.1439409983	0.6547996222	0.08920551546
1240	0.5686438397	0.2992913123	0.1443145184	0.6551998223	0.08935559049
1245	0.5684573132	0.2994038686	0.1448481185	0.6550574712	0.08920551546
1250	0.5682657507	0.2994413874	0.1447558501	0.6550867698	0.08925554047
1255	0.5680701981	0.2996539937	0.1444776555	0.6555426219	0.08955569054
1260	0.5678702681	0.2997540437	0.1448811906	0.6555617703	0.08950566553
1265	0.5676756452	0.2996539937	0.14490662	0.6557768885	0.08950566553
1270	0.5675006241	0.2997665499	0.1448536768	0.6563140618	0.08950566553
1275	0.5673483038	0.2996790062	0.1448703518	0.6556553992	0.08945564052
1280	0.5671716169	0.2999541437	0.1448661831	0.6562320278	0.08960571556
1285	0.566991831	0.3000291813	0.1449528931	0.6561764445	0.08960571556
1290	0.5667977892	0.3000416875	0.1447936468	0.6562285539	0.08965574057
1295	0.5666202888	0.3002292813	0.1451395142	0.6554643314	0.08975579059
1300	0.5664310506	0.300116725	0.145160358	0.6553503856	0.08960571556
1305	0.5662610268	0.3004168751	0.1450069479	0.6559488991	0.08970576558
1310	0.5661121542	0.3004043689	0.1449995831	0.6553086981	0.08960571556
1315	0.5659663033	0.3005794564	0.1450050025	0.6551713745	0.08960571556
1320	0.5657978677	0.3006419877	0.1449219054	0.6554419643	0.08970576558
1325	0.5656082034	0.3007295314	0.1450343227	0.6558945716	0.08990586563
1330	0.5654254733	0.300954644	0.1456868712	0.6560660859	0.09000591566
1335	0.5652843872	0.3008796065	0.1458619588	0.6556037696	0.08975579059
1340	0.565120949	0.3009671502	0.1459186538	0.6558834549	0.08985584062
1345	0.5649496468	0.3010421878	0.1455626424	0.6557971022	0.08985584062
1350	0.564784349	0.3007920627	0.1458669613	0.6553504503	0.08965574057
1355	0.5646052216	0.300904619	0.1461487688	0.6557006254	0.08975579059
1360	0.5644475167	0.3009296315	0.1464725418	0.6551578937	0.08965574057
1365	0.564260719	0.3012297816	0.1466734756	0.6556742233	0.08985584062
1370	0.5640950339	0.3013298316	0.1463105164	0.6562042502	0.09005594067
1375	0.5639397695	0.3015299316	0.1465397977	0.6558309575	0.09005594067
1380	0.5637725348	0.3012798066	0.1465763437	0.6557684263	0.09000591566
1385	0.5636657712	0.3014548941	0.1461653049	0.655805945	0.09005594067
1390	0.563515814	0.3016174754	0.1461236174	0.6560769138	0.09020601571
1395	0.5633439307	0.3014799066	0.1465038075	0.6557100638	0.09020601571
1400	0.5631495015	0.3014298816	0.1459438052	0.6565021264	0.09030606573
1405	0.5630021785	0.3016675004	0.1460266244	0.6571649579	0.09045614077
1410	0.5628526861	0.3016424879	0.1461541882	0.6572691766	0.09040611576
1415	0.5626722029	0.3019176255	0.1463574843	0.6572687796	0.09065624082
1420	0.5625046971	0.302142738	0.1465029737	0.658038609	0.09080631586
1425	0.5623678722	0.3022552943	0.1467565727	0.6572882338	0.09070626583
1430	0.5622495645	0.3021177255	0.1466340115	0.6564961711	0.09050616578
1435	0.5620852352	0.3022302818	0.1470033628	0.6566629211	0.09055619079
1440	0.5619173033	0.3024679006	0.1470863209	0.6573261315	0.09070626583
1445	0.5617402677	0.3024804069	0.1473820243	0.6575929316	0.09070626583
1450	0.5615657502	0.3028555945	0.1473186593	0.6582154651	0.09085634087
1455	0.5613908841	0.3030056695	0.1471544105	0.6579911933	0.09090636588
1460	0.5611975783	0.3032432883	0.1472887833	0.6586093128	0.09130656598
1465	0.5610331328	0.3033433383	0.1473460341	0.6595350208	0.09155669104
1470	0.5608722513	0.3032182758	0.1471751153	0.659066731	0.09135659099
1475	0.560706295	0.3031682508	0.1472432049	0.6585345205	0.09120651596
1480	0.5605375496	0.3033558446	0.1472622422	0.6587888143	0.09125654097
1485	0.5604045211	0.3031182258	0.1472982324	0.6583580434	0.09105644092
1490	0.5602270595	0.3033433383	0.147166361	0.6587637287	0.09120651596
1495	0.5600489005	0.3034809071	0.1471823412	0.658364845	0.09110646593
1500	0.559895728	0.3036559947	0.1470265688	0.658398195	0.09115649094
1505	0.5597137727	0.3037810572	0.1469965538	0.6590151702	0.09130656598
1510	0.5595471578	0.3039061197	0.1470991051	0.6588564328	0.09140661601
1515	0.5594035538	0.3040311823	0.1469914124	0.6590853351	0.09155669104
1520	0.5592660704	0.304018676	0.1470731199	0.6592211173	0.09165674107
1525	0.5591032907	0.3039811572	0.1472002668	0.659023274	0.09150666603
1530	0.558933383	0.3038936135	0.1473513145	0.6590482865	0.09150666603
1535	0.558791406	0.3040061698	0.147770274	0.6590913636	0.09150666603
1540	0.5586370325	0.3039936635	0.1476718915	0.6593456574	0.09165674107
1545	0.5584736718	0.3042437886	0.1478265522	0.6596554615	0.09185684112
1550	0.5583117443	0.3042062698	0.1479111778	0.6593475694	0.09170676608
1555	0.5581824348	0.3041937635	0.1478214107	0.6591599756	0.09170676608
1560	0.5580166334	0.3043188261	0.147840587	0.6593597213	0.09185684112
1565	0.5578717897	0.3044438886	0.1476477127	0.6594430963	0.09190686613
1570	0.5576971947	0.3044689011	0.1484196265	0.6596723776	0.09185684112
1575	0.5575179124	0.3046189762	0.1486810072	0.6598866622	0.09195689114
1580	0.5573585804	0.30480657	0.1485334334	0.6602030903	0.09215699119
1585	0.5572006043	0.3047815574	0.1486539103	0.6596065799	0.09200691616
1590	0.557030348	0.3049816575	0.1490539714	0.6601745045	0.09215699119
1595	0.5568738439	0.3049441387	0.1489817131	0.6603662671	0.09215699119
1600	0.5567014183	0.3051192263	0.1490036685	0.6606150206	0.09230706623
1605	0.5565327891	0.3052693013	0.1489872714	0.6608025152	0.09240711626
1610	0.5563801589	0.3051192263	0.1487510422	0.661090159	0.09245714127
1615	0.5562535998	0.3054193764	0.1494566728	0.6611144036	0.09255719129
1620	0.5560955075	0.3054193764	0.1495299038	0.661173534	0.09255719129
1625	0.5559287764	0.3053818576	0.149389278	0.6608289172	0.09240711626
1630	0.5557379112	0.3056569952	0.1494145684	0.6616237591	0.09265724132
1635	0.555579199	0.3054443889	0.149606053	0.6616165134	0.09265724132
1640	0.5554310625	0.3055319326	0.1496246734	0.6613247009	0.09260721631
1645	0.5552876909	0.3056569952	0.1496666389	0.6615043361	0.09265724132
1650	0.5551259958	0.3055944639	0.1498204658	0.6616321778	0.09265724132
1655	0.5549673999	0.3057320327	0.1497261131	0.6620726578	0.09265724132
1660	0.5547982671	0.3057445389	0.1494709855	0.6618194558	0.09255719129
1665	0.5546284756	0.305994664	0.14988661	0.6623102215	0.09280731636
1670	0.554471468	0.3060321828	0.1500140348	0.6614768503	0.09275729134
1675	0.554337045	0.3063073203	0.1498585404	0.662068055	0.09290736638
1680	0.5541823229	0.3062572953	0.1500289033	0.6627628468	0.09295739139
1685	0.5540544854	0.3063573453	0.1500704519	0.6627173695	0.09295739139
1690	0.5539053804	0.3065074204	0.1500375188	0.6623001155	0.09300741641
1695	0.5537487989	0.3067075204	0.1506614418	0.6624557488	0.09315749144
1700	0.5536219686	0.3067325329	0.1512534045	0.6623268965	0.09300741641
1705	0.5534765051	0.3066950142	0.1513534545	0.6620288308	0.09295739139
1710	0.5533113623	0.3068701017	0.1509699294	0.6628059239	0.09315749144
1715	0.5531662862	0.306882608	0.1507705242	0.6634590283	0.09330756648
1720	0.5530129587	0.3069076205	0.1511133344	0.663206124	0.09325754147
1725	0.5528641636	0.3070576955	0.151081374	0.6633297789	0.09330756648
1730	0.5527332271	0.3070702018	0.1509438052	0.6640305261	0.09325754147
1735	0.5525932257	0.3069951642	0.151111528	0.6634052135	0.09315749144
1740	0.5524749566	0.3072703018	0.1511798955	0.6637109219	0.09330756648
1745	0.5523233337	0.3072077706	0.1514275193	0.6635903439	0.09330756648
1750	0.5521505594	0.3073078206	0.151244928	0.6628066187	0.09320751646
1755	0.5520319417	0.3072577956	0.1514350231	0.6626610914	0.09310746643
1760	0.5518975961	0.3074578956	0.1517109944	0.6641785168	0.09330756648
1765	0.5517516677	0.3072703018	0.1516226169	0.6635639418	0.09320751646
1770	0.5516255735	0.3073328331	0.1519802957	0.6634231788	0.09320751646
1775	0.5514719361	0.3073953643	0.1518841365	0.6634231788	0.09320751646
1780	0.5513296491	0.3075579456	0.1519131788	0.6633249154	0.09315749144
1785	0.5511805829	0.3076955144	0.151718915	0.6645010987	0.09335759149
1790	0.5510567742	0.3077705519	0.1519752932	0.6651460821	0.09360771656
1795	0.5508924063	0.307820577	0.1513727697	0.6654200286	0.09355769154
1800	0.5507595715	0.3079831582	0.1514516981	0.664165433	0.09360771656
1805	0.5506071737	0.3081332333	0.1515534156	0.6645656331	0.09360771656
1810	0.5504741453	0.3083333333	0.1516863988	0.664762954	0.09370776658
1815	0.5503432475	0.3085709521	0.1517414263	0.6651895562	0.09395789164
1820	0.5501893002	0.3087210272	0.1519248513	0.665252683	0.09405794167
1825	0.5500320988	0.3084959146	0.1519798788	0.6646315391	0.09390786663
1830	0.5498856281	0.3086084709	0.1518767717	0.6655980938	0.09395789164
1835	0.5497559312	0.3085334334	0.1515404925	0.6651812187	0.09385784162
1840	0.5496218568	0.3084583959	0.1517180813	0.6649787365	0.09375779159
1845	0.5494738752	0.3085084209	0.1522024901	0.664479479	0.09375779159
1850	0.5493082676	0.3085459396	0.1519140126	0.6648685624	0.09380781661
1855	0.5491681112	0.3086710022	0.151618865	0.6647423268	0.09385784162
1860	0.5490216792	0.3087960647	0.1516547162	0.6650132956	0.09390786663
1865	0.5488882634	0.3087960647	0.1523260241	0.6652828443	0.09390786663
1870	0.548744853	0.3087460397	0.1529266022	0.6636612002	0.09365774157
