iter	QueryRMSE	AverageGain:top=10	MAP:top=5	RecallAt:top=10	PrecisionAt:top=10
275	0.1794105406	0.2816574954	0.1482582958	0.6475262849	0.08640411476
280	0.1793545835	0.2819951642	0.1486737813	0.6493915032	0.08685433987
285	0.1793036515	0.282082708	0.1496972097	0.6490522768	0.08670426483
290	0.179270673	0.2820702018	0.1498146295	0.6490522768	0.08675428984
295	0.1792305595	0.2826579957	0.1499954144	0.6507880348	0.08705443992
300	0.1791951786	0.2828580957	0.1502483186	0.6506016608	0.08720451496
305	0.1791569452	0.2828956145	0.1512978712	0.6500982811	0.08705443992
310	0.1791185153	0.2828956145	0.1518735757	0.6502275124	0.08705443992
315	0.1790740649	0.282820577	0.1524490023	0.6501627823	0.08705443992
320	0.1790304801	0.2830456895	0.1529857985	0.6509396327	0.08715448994
325	0.1789889286	0.2833708521	0.1530580568	0.6508325616	0.08730456498
330	0.1789471063	0.2837585459	0.1534360236	0.6508828032	0.08745464002
335	0.1789079716	0.2837460397	0.1536219499	0.6512602646	0.08745464002
340	0.1788747243	0.284058696	0.1540923239	0.6519621307	0.08785484012
345	0.178823264	0.2843588461	0.1540361848	0.6521067376	0.08800491516
350	0.1787895438	0.2845339336	0.1544366628	0.6526022235	0.08800491516
355	0.1787558173	0.2845964649	0.154472653	0.6519352233	0.08805494017
360	0.1787236449	0.2845589461	0.1558019287	0.6517133952	0.08790486513
365	0.1786800037	0.2847965649	0.1560398255	0.6528103723	0.08820501521
370	0.178645436	0.2848716025	0.1560979101	0.6526561285	0.08825504022
375	0.1786007952	0.2852718026	0.1558933633	0.6533558831	0.08845514027
380	0.1785682534	0.2853718526	0.1562421489	0.6541062583	0.08855519029
385	0.1785345505	0.2851342338	0.1565346562	0.6539867541	0.08845514027
390	0.1784989445	0.2851842588	0.15685565	0.6535879436	0.08860521531
395	0.1784569129	0.2857845589	0.1567760269	0.6547405401	0.08895539039
400	0.1784215531	0.2857970652	0.1574641487	0.6544962792	0.08895539039
405	0.1783846665	0.2862347841	0.1575794842	0.6547229419	0.08915549044
410	0.1783491178	0.2862848091	0.1589487799	0.6545395168	0.08930556548
415	0.1783134456	0.2865474404	0.1594712634	0.6550522732	0.08940561551
420	0.1782823358	0.2864974154	0.1595401868	0.6554751037	0.08965574057
425	0.1782507984	0.2866975154	0.1602228892	0.6558491002	0.08990586563
430	0.178212821	0.286972653	0.1604620366	0.656916111	0.09025604072
435	0.1781769686	0.2871352343	0.1606126674	0.6576756825	0.09055619079
440	0.1781476117	0.2871602468	0.1606190595	0.6572434647	0.09055619079
445	0.1781156572	0.2875729531	0.1608572342	0.6576772134	0.09075629084
450	0.1780863119	0.2876479907	0.1612742482	0.6582140202	0.09065624082
455	0.1780569691	0.2877355344	0.1618374465	0.6582175935	0.09070626583
460	0.1780202839	0.2880231783	0.1619841865	0.6595347022	0.09100641591
465	0.1779869145	0.2882858096	0.1619101217	0.65925836	0.09125654097
470	0.177953167	0.2883608471	0.1623053193	0.65919166	0.09120651596
475	0.1779174155	0.2884608971	0.1622936468	0.6592371373	0.09130656598
480	0.1778903929	0.2885359346	0.1626015786	0.6592541913	0.09130656598
485	0.177859654	0.2886985159	0.1629217386	0.659399502	0.09125654097
490	0.1778254957	0.2890236785	0.1632569062	0.6592825605	0.09140661601
495	0.1777968468	0.2890737035	0.1636625257	0.660222316	0.09170676608
500	0.1777701927	0.2892738036	0.163858457	0.6606775067	0.09185684112
505	0.1777448555	0.2893238286	0.1638428937	0.6606497151	0.09185684112
510	0.1777158651	0.2892738036	0.1642005725	0.6598993399	0.09185684112
515	0.1776836577	0.2893738536	0.1646274526	0.6612279232	0.09205694117
520	0.1776562126	0.2894739036	0.1650693402	0.6620255442	0.09230706623
525	0.1776235197	0.2898615975	0.1653564282	0.6620953899	0.09255719129
530	0.1775877968	0.2899491412	0.1655504141	0.6625728236	0.09250716628
535	0.1775585031	0.29008671	0.1655637541	0.662852316	0.09270726633
540	0.1775269687	0.2903243288	0.1657380079	0.6632765666	0.09280731636
545	0.1774972849	0.2905869601	0.165981463	0.6644378576	0.09320751646
550	0.177471653	0.2905619476	0.166448641	0.6637907392	0.09310746643
555	0.1774391235	0.2905869601	0.1667854761	0.6637938276	0.09315749144
560	0.1774142289	0.2907870602	0.1672840587	0.6643921427	0.09330756648
565	0.1773856598	0.2908370852	0.1672615474	0.6642378989	0.09325754147
570	0.1773565887	0.2908495915	0.1674224612	0.6646394886	0.09345764152
575	0.1773340746	0.2907495414	0.16744664	0.6645128685	0.09345764152
580	0.1772946131	0.291074704	0.1675728142	0.6645199462	0.09350766653
585	0.1772603021	0.2914123729	0.1680077539	0.6654612015	0.09380781661
590	0.1772358874	0.2915249291	0.1682014618	0.6660329159	0.09390786663
595	0.1772146828	0.2915499416	0.1682689956	0.665827456	0.09380781661
600	0.1771895151	0.2916499917	0.1688931966	0.6659048451	0.09390786663
605	0.1771583983	0.2917125229	0.1687428436	0.6658842304	0.09400791666
610	0.1771270636	0.2918876105	0.1689012562	0.666286921	0.09420801671
615	0.177104989	0.2919001167	0.169445973	0.6661618584	0.09415799169
620	0.1770793735	0.2919376355	0.1697516814	0.6657991771	0.09415799169
625	0.1770514464	0.2918000667	0.1700949086	0.6658334891	0.09415799169
630	0.1770285344	0.2919501417	0.170410622	0.6665139881	0.09435809174
635	0.1769996832	0.2922002668	0.1706990995	0.6670309132	0.09455819179
640	0.1769719854	0.2920001668	0.1712339503	0.6671716582	0.09440811676
645	0.1769495616	0.2923878606	0.171495192	0.6689048841	0.09465824182
650	0.1769188938	0.2925254294	0.1715289589	0.6683329286	0.09480831686
655	0.176895664	0.2925129231	0.1718802457	0.6682495536	0.09465824182
660	0.1768664904	0.292800567	0.1723613195	0.66889571	0.09485834187
665	0.1768415592	0.2929881607	0.1725372408	0.6690672243	0.09495839189
670	0.1768197278	0.2930631983	0.1726120004	0.6698050932	0.09510846693
675	0.1767937922	0.2931757545	0.1726755044	0.6704101577	0.09530856698
680	0.1767689755	0.2935134234	0.1729545328	0.670405702	0.09540861701
685	0.1767444416	0.2934884109	0.1729418876	0.6703784156	0.09540861701
690	0.1767229211	0.2935134234	0.1732537102	0.6705153889	0.09545864202
695	0.1766990415	0.2935509421	0.1737342282	0.6710076805	0.09550866703
700	0.1766748723	0.2936509922	0.1738524818	0.6715621244	0.09565874207
705	0.1766546578	0.2938635985	0.1743819132	0.6720885781	0.09590886713
710	0.1766293442	0.2939636485	0.173941832	0.6716284121	0.09580881711
715	0.1766035128	0.2940636985	0.1740857929	0.6716037661	0.09585884212
720	0.1765758998	0.2943388361	0.1744911345	0.6720588968	0.09615899219
725	0.1765536315	0.2945639486	0.175153688	0.6730848427	0.09640911726
730	0.176527936	0.2944889111	0.1750325163	0.6732764639	0.09635909224
735	0.176503295	0.2946639987	0.1752962592	0.6736218747	0.09655919229
740	0.176477085	0.2947890612	0.1755797343	0.6734531816	0.09660921731
745	0.1764574801	0.2949141237	0.1754455005	0.6742952693	0.09680931736
750	0.1764334396	0.2949391362	0.1752384526	0.6734039506	0.09665924232
755	0.1764071162	0.2953143238	0.1761559947	0.6736017768	0.09680931736
760	0.1763801417	0.2951017175	0.1764383581	0.6729175061	0.09670926733
765	0.1763564805	0.2952893113	0.1764703185	0.6738539863	0.09700941741
770	0.176333412	0.2952142738	0.1771502418	0.6727653467	0.09680931736
775	0.17630817	0.2952142738	0.1771877605	0.6729487717	0.09690936738
780	0.1762840797	0.2953393363	0.1771371797	0.6734050776	0.09705944242
785	0.176261826	0.2954143739	0.1772183314	0.6735051276	0.09710946743
790	0.1762361174	0.2955519426	0.1777080207	0.673884105	0.09715949244
795	0.1762070481	0.2957270302	0.1781390695	0.6739453198	0.09715949244
800	0.1761816112	0.2958520927	0.1781888166	0.675155574	0.09740961751
805	0.1761540278	0.2958771052	0.1783916958	0.6741775987	0.09750966753
810	0.1761329876	0.2959896615	0.1784483909	0.6746500571	0.09765974257
815	0.1761142135	0.2960271803	0.1788927797	0.6745416696	0.09755969254
820	0.1760874815	0.2961772553	0.1791334556	0.6742290133	0.09755969254
825	0.1760653208	0.2964398866	0.1795689511	0.6748084696	0.09775979259
830	0.1760457953	0.2966399867	0.1795564449	0.6759340324	0.09790986763
835	0.1760239168	0.2966524929	0.1801556334	0.6758506574	0.09790986763
840	0.1760074895	0.2968650992	0.1802095492	0.6764134388	0.09790986763
845	0.1759874195	0.2969401367	0.1803041799	0.675926886	0.09800991766
850	0.1759563038	0.2972652993	0.1805423545	0.6760312461	0.09810996768
855	0.1759298943	0.2973528431	0.1809350509	0.6758637381	0.09815999269
860	0.1759018659	0.2973403368	0.1809495025	0.6753756152	0.09810996768
865	0.1758832441	0.2975029181	0.1809495025	0.6758768399	0.09815999269
870	0.1758628944	0.2974904119	0.1812855039	0.6762341614	0.09815999269
875	0.17584328	0.2975779556	0.1813755489	0.6767238173	0.09836009274
880	0.1758262751	0.2977530432	0.1813680451	0.6774116612	0.09851016778
885	0.1758056606	0.2977280307	0.1813191318	0.6778785613	0.09866024282
890	0.1757855527	0.2980281808	0.1814514202	0.6779500256	0.09876029284
895	0.1757686825	0.2981657495	0.1818304986	0.6779214399	0.09876029284
900	0.1757403405	0.2983033183	0.182096187	0.6786182168	0.09901041791
905	0.1757232445	0.2983033183	0.1819832138	0.6786182168	0.09901041791
910	0.1757034151	0.2983908621	0.1828297482	0.6782430292	0.09906044292
915	0.1756818853	0.2982157746	0.1827480407	0.6782221855	0.09906044292
920	0.1756603307	0.2985659496	0.1831927075	0.6780262542	0.09896039289
925	0.1756380201	0.2986785059	0.1830637541	0.6785075554	0.09916049294
930	0.1756210471	0.2987785559	0.183544828	0.6783824929	0.09921051796
935	0.1756023291	0.2987535434	0.1833338892	0.6787040823	0.09936059299
940	0.1755796269	0.2987910622	0.1833972542	0.6788875073	0.09941061801
945	0.175561104	0.2987910622	0.183614863	0.679168492	0.09926054297
950	0.1755403326	0.2987660497	0.1837932855	0.6788141481	0.09926054297
955	0.1755237419	0.298928631	0.183814963	0.6787349419	0.09926054297
960	0.1755023822	0.2990161748	0.1844219332	0.6786080927	0.09921051796
965	0.1754790979	0.2991537435	0.1845482463	0.6789656479	0.09946064302
970	0.1754600098	0.2991662498	0.1845911845	0.6785904603	0.09946064302
975	0.1754387385	0.2990661998	0.1848980046	0.6785070853	0.09941061801
980	0.1754160891	0.2992788061	0.1850583625	0.6789332724	0.09951066803
985	0.1753922387	0.2992788061	0.1850981046	0.6789221557	0.09961071806
990	0.1753727048	0.2994038686	0.1853632372	0.6789221557	0.09961071806
995	0.1753554842	0.2996539937	0.1853721305	0.6792642099	0.09981081811
1000	0.1753363975	0.2997915624	0.1853729643	0.6797936413	0.1000109182
1005	0.1753136313	0.2998415875	0.1855566672	0.679714056	0.1000609432
1010	0.1752867994	0.299916625	0.1855363793	0.6789100826	0.09996089314
1015	0.1752679199	0.3000041688	0.1856814518	0.6792971809	0.1000109182
1020	0.1752483055	0.3001292313	0.1857923406	0.6801273579	0.1002110182
1025	0.1752281559	0.30016675	0.1859993886	0.6803395852	0.1003110682
1030	0.1752047389	0.3003168251	0.1862128286	0.6807445496	0.1004611433
1035	0.1751813114	0.3003293313	0.1863509533	0.6806681225	0.1005611933
1040	0.175163013	0.3003418376	0.1866844533	0.6807338119	0.1005611933
1045	0.1751435498	0.3004043689	0.1866927908	0.681067312	0.1006612433
1050	0.1751216919	0.3004293814	0.1863873603	0.6809124727	0.1006112183
1055	0.1751028168	0.3005919626	0.1866133067	0.6815695473	0.1008113184
1060	0.1750849695	0.3005919626	0.1867678284	0.6811407614	0.1008113184
1065	0.1750665128	0.3006795064	0.1868111834	0.6810730869	0.1008113184
1070	0.1750460829	0.3010797065	0.1870310155	0.6816845037	0.1011114684
1075	0.1750251541	0.3011172253	0.1876214496	0.681622568	0.1011114684
1080	0.1750030664	0.3011172253	0.1878376688	0.6821486247	0.1011114684
1085	0.174985157	0.3012297816	0.1877476238	0.6821188479	0.1010614434
1090	0.1749645842	0.3013173253	0.1877826413	0.6824195935	0.1012115185
1095	0.1749423851	0.3014548941	0.1878343338	0.6829864023	0.1014116185
1100	0.1749223486	0.3017050192	0.1879827414	0.6834997542	0.1016117186
1105	0.1749005372	0.3016800067	0.188344311	0.6833977191	0.1015616935
1110	0.1748785673	0.3017550442	0.1883968373	0.6832920115	0.1016117186
1115	0.1748610458	0.3017425379	0.1886068034	0.6834456597	0.1016617436
1120	0.1748406439	0.301892613	0.1887977322	0.6846545975	0.1019118686
1125	0.1748227772	0.3020551943	0.1888861097	0.684462835	0.1018618436
1130	0.1748031129	0.3021177255	0.1889694847	0.6847415458	0.1019618936
1135	0.1747830753	0.3024428881	0.1889811572	0.6849765534	0.1021119687
1140	0.1747628498	0.3025804569	0.189022011	0.6849726298	0.1022120187
1145	0.1747455765	0.3025804569	0.1890136735	0.6849110606	0.1022120187
1150	0.1747267424	0.3026179757	0.188988661	0.6851393799	0.1022620437
1155	0.1747082256	0.3026930132	0.1893350842	0.6852644424	0.1023120687
1160	0.17468889	0.3028555945	0.189452643	0.6852990918	0.1023620937
1165	0.1746738967	0.3029056195	0.1894868267	0.6851740292	0.1023120687
1170	0.1746541042	0.302930632	0.1895932689	0.6851045501	0.1023620937
1175	0.1746343169	0.3029681507	0.1900604469	0.6849628125	0.1023120687
1180	0.1746190961	0.3029931632	0.1901504919	0.6851156667	0.1024121188
1185	0.1746000255	0.3031557445	0.1904335501	0.6856760479	0.1026122188
1190	0.17457778	0.3035684509	0.1910476071	0.6861647538	0.1027122688
1195	0.1745629779	0.3035809571	0.1910458007	0.6858350435	0.1027622938
1200	0.1745456476	0.3036559947	0.1912374243	0.6864265786	0.1028623439
1205	0.174527892	0.3036935134	0.1912963426	0.6866350161	0.1028123189
1210	0.1745048568	0.3036685009	0.1914464177	0.6868101037	0.1029623939
1215	0.174485625	0.3037060197	0.1912821689	0.6870640185	0.1031124689
1220	0.1744673874	0.3038560947	0.1916780613	0.6875309186	0.103212519
1225	0.174449029	0.3037935634	0.1915117281	0.6866975474	0.1030624439
1230	0.1744301778	0.3038310822	0.1920564449	0.686854619	0.1031624939
1235	0.1744136301	0.3038560947	0.192032544	0.6865173291	0.1030124189
1240	0.1743980925	0.3038435885	0.1921298149	0.6865387559	0.1030624439
1245	0.1743805227	0.303968651	0.1921773387	0.6867804097	0.103212519
1250	0.1743631223	0.3039561447	0.1926984325	0.6866136597	0.1031624939
1255	0.1743455639	0.3039811572	0.1930069201	0.6864853904	0.1031124689
1260	0.1743301169	0.3041437385	0.1930777889	0.6879685037	0.103362594
1265	0.1743103226	0.3042437886	0.1934149019	0.6872139598	0.103262544
1270	0.174290593	0.3042562948	0.1934274081	0.6871222473	0.103262544
1275	0.1742751933	0.3042938136	0.1933259685	0.6873225639	0.103362594
1280	0.1742579536	0.3045189261	0.1936711411	0.6877858908	0.103562694
1285	0.1742449631	0.3047190262	0.1939137624	0.6881729891	0.1036627441
1290	0.1742270428	0.3048941137	0.1940513312	0.6885446035	0.1038128191
1295	0.1742108333	0.3048816075	0.1942600467	0.6885571097	0.1039128691
1300	0.1741925223	0.3048440887	0.1944940526	0.6888989473	0.1039628941
1305	0.1741776203	0.3048691012	0.1946924851	0.6885154222	0.1039128691
1310	0.1741651452	0.3049691512	0.1950357123	0.6886821723	0.1039628941
1315	0.1741458536	0.30510672	0.1948745206	0.68861262	0.1039128691
1320	0.1741276102	0.3052442888	0.1948784114	0.6894268429	0.1041629942
1325	0.1741105272	0.3052693013	0.1951988494	0.6884847051	0.1041629942
1330	0.1740940386	0.3053443388	0.1952319215	0.688923386	0.1042130192
1335	0.1740755961	0.3052818076	0.1951246457	0.6884558903	0.1041629942
1340	0.1740576956	0.3053318326	0.1951079707	0.6887031585	0.1041129692
1345	0.1740421337	0.3053318326	0.1952113557	0.6887662682	0.1041129692
1350	0.1740231564	0.3053693513	0.1950070869	0.6887996182	0.1041629942
1355	0.1740071888	0.3053068201	0.1951930132	0.6890497433	0.1042630442
1360	0.1739877082	0.3054694014	0.1950123673	0.6888770755	0.1042630442
1365	0.1739686877	0.3055194264	0.1947413985	0.6891438756	0.1044131193
1370	0.173947055	0.3057445389	0.1949462231	0.6894165498	0.1045131693
1375	0.1739293054	0.3059696515	0.1952972319	0.6900724333	0.1046632443
1380	0.1739134187	0.3060321828	0.1954552276	0.6899369489	0.1047632943
1385	0.1738944647	0.3062072703	0.1955198433	0.6899559248	0.1047632943
1390	0.1738772991	0.3063823578	0.1955067812	0.6909425292	0.1049133694
1395	0.173863355	0.3063573453	0.1955583347	0.6906469269	0.1048633444
1400	0.1738399183	0.3064323829	0.1956846479	0.6905527024	0.1049633944
1405	0.1738287398	0.3064323829	0.1958747429	0.6906221816	0.1050134194
1410	0.1738137246	0.3065824579	0.1961040242	0.690677765	0.1050634444
1415	0.1737937147	0.3066574954	0.1959689567	0.691118263	0.1051134694
1420	0.1737713511	0.3067325329	0.1962956478	0.6913371224	0.1051134694
1425	0.1737549125	0.3067450392	0.1968142405	0.6915632456	0.1052135195
1430	0.1737393234	0.3067700517	0.1967846423	0.6915247648	0.1051634944
1435	0.1737217019	0.3067950642	0.1969597299	0.6915560304	0.1052135195
1440	0.1737081635	0.3068951142	0.1973611806	0.6914559804	0.1051634944
1445	0.1736909347	0.3069076205	0.1974091212	0.6920276948	0.1052635445
1450	0.1736767142	0.3068951142	0.1973490912	0.6922287569	0.1054136195
1455	0.1736569276	0.3072327831	0.1970570007	0.6925809171	0.1056137196
1460	0.1736426222	0.3072703018	0.1973536768	0.6924423863	0.1055136695
1465	0.1736224432	0.3072577956	0.1978782447	0.692196051	0.1054636445
1470	0.1736021198	0.3074203769	0.1974893002	0.6925841238	0.1055636945
1475	0.1735827507	0.3074453894	0.1972887833	0.692690529	0.1056637446
1480	0.1735679309	0.3075454394	0.1976799511	0.6929765695	0.1057637946
1485	0.1735490587	0.3075204269	0.1977594353	0.693001582	0.1057637946
1490	0.1735378765	0.3075204269	0.198084181	0.6929631012	0.1057137696
1495	0.1735228734	0.3077455394	0.1981305931	0.6929150002	0.1057637946
1500	0.1735023067	0.3078330832	0.1985516369	0.6927315506	0.1058138196
1505	0.1734884147	0.3077830582	0.1985687288	0.6918047715	0.1057137696
1510	0.173469833	0.3080581958	0.1985508032	0.6932138093	0.1060139197
1515	0.1734553177	0.3079581457	0.1986125007	0.6934275914	0.1060639447
1520	0.1734401804	0.3081332333	0.1981230893	0.6934895271	0.1061139697
1525	0.1734265975	0.3083958646	0.1983231894	0.6946428816	0.1063640947
1530	0.1734084132	0.3085584459	0.1985699794	0.6955595793	0.1065141698
1535	0.173393571	0.3086459897	0.1991869546	0.6955595793	0.1065141698
1540	0.1733786827	0.3087835584	0.1990060308	0.696368317	0.1066642448
1545	0.1733654617	0.3087960647	0.199001862	0.6963704013	0.1067642948
1550	0.1733495084	0.3088335835	0.1990785671	0.6966205264	0.1068643449
1555	0.1733375424	0.3087835584	0.1987413151	0.6965941975	0.1068143199
1560	0.1733226119	0.3088836085	0.1988369185	0.6966386641	0.1068143199
1565	0.1733055394	0.3088335835	0.1989678172	0.6963704013	0.1068643449
1570	0.1732903141	0.308908621	0.1990099216	0.6963227279	0.1069643949
1575	0.1732749153	0.3090712023	0.199389278	0.6965811905	0.1070144199
1580	0.1732513092	0.3089836585	0.2000687844	0.6965501921	0.1070644449
1585	0.1732351058	0.3090712023	0.1999012006	0.6971755048	0.1071644949
1590	0.1732191255	0.3090336835	0.2001274248	0.6965186592	0.1069643949
1595	0.1732015035	0.3091462398	0.2002524874	0.6971632123	0.1071144699
1600	0.1731838647	0.3094839086	0.2002316436	0.6973138704	0.10731457
1605	0.1731713929	0.3094588961	0.2004609249	0.6978141205	0.107364595
1610	0.1731551071	0.3093588461	0.2006772831	0.6977938723	0.107364595
1615	0.1731383627	0.3095839586	0.2010930465	0.6975609446	0.107464645
1620	0.1731213319	0.3096589962	0.2007928964	0.6976631051	0.107564695
1625	0.173106038	0.3097590462	0.200874604	0.6978326343	0.1076147201
1630	0.173089716	0.3097840587	0.2013356678	0.6978326343	0.1076147201
1635	0.1730747341	0.3096965149	0.2015024179	0.6973573967	0.107464645
1640	0.1730610402	0.3097590462	0.2016916792	0.6974407717	0.10751467
1645	0.1730441667	0.3099216275	0.2014473904	0.697486249	0.107564695
1650	0.1730296607	0.3100842088	0.2015518871	0.6983328845	0.1077147701
1655	0.1730141113	0.3102718026	0.2019267967	0.6987136304	0.1079148701
1660	0.1729972258	0.31014674	0.2019670947	0.6983884678	0.1077647951
1665	0.1729795137	0.310196765	0.2022044356	0.6995307056	0.1079148701
1670	0.1729617548	0.3102843088	0.2020454672	0.6994473306	0.1079148701
1675	0.1729482544	0.3103218276	0.2023861931	0.6986840702	0.1077647951
1680	0.1729325026	0.3103218276	0.2025457173	0.698731713	0.1077647951
1685	0.1729176646	0.3103218276	0.2024148185	0.6993602324	0.1077647951
1690	0.172906374	0.3103343338	0.2025907398	0.6994436074	0.1078148201
1695	0.1728931619	0.3104218776	0.2028655995	0.69973542	0.1078648451
1700	0.172881427	0.3104218776	0.2027705519	0.6997739008	0.1079148701
1705	0.1728654365	0.3106344839	0.2027605469	0.7003325134	0.1081149702
1710	0.1728528742	0.3106344839	0.2027613807	0.7003325134	0.1081149702
1715	0.1728361681	0.3106720027	0.2029564782	0.7004992635	0.1081649952
1720	0.1728201734	0.3107720527	0.2028983936	0.7005441577	0.1081649952
1725	0.1728049955	0.3107345339	0.2030851537	0.7003774077	0.1081149702
1730	0.1727905594	0.3107470402	0.2032385637	0.6998771575	0.1080649452
1735	0.172776843	0.3107220277	0.2033627925	0.6999772076	0.1081149702
1740	0.1727641466	0.3106469902	0.2036270913	0.6999772076	0.1081149702
1745	0.1727523503	0.3107095214	0.2037093547	0.6999772076	0.1081149702
1750	0.1727353491	0.3110221778	0.2038477572	0.700398847	0.1082650452
1755	0.1727231528	0.311134734	0.2041440165	0.7004965148	0.1082650452
1760	0.1727077636	0.3110722028	0.2039168195	0.7000963147	0.1082650452
1765	0.1726929213	0.311184759	0.2042211383	0.7001518981	0.1083150702
1770	0.1726795652	0.311184759	0.2043528709	0.7000268356	0.1082650452
1775	0.1726631728	0.3114849091	0.2042236396	0.6999760165	0.1082650452
1780	0.1726477181	0.3115474404	0.2043311934	0.7004532392	0.1085151703
1785	0.1726334944	0.3115849591	0.2040310433	0.7005941827	0.1085151703
1790	0.1726215539	0.3117100217	0.2039080651	0.7011119019	0.1087652953
1795	0.1726086958	0.3116975154	0.2041156689	0.7009451519	0.1086652453
1800	0.1725883734	0.3117975654	0.2042639375	0.7013669898	0.1088153204
1805	0.1725706719	0.3117725529	0.2043803846	0.7018672399	0.1088153204
1810	0.1725576972	0.3118475905	0.2048543716	0.7009382039	0.1087652953
1815	0.1725414061	0.3120351843	0.2046784503	0.7007446548	0.1088153204
1820	0.1725276473	0.3119476405	0.2049110666	0.7009441593	0.1087652953
1825	0.1725120902	0.3119601467	0.2051699461	0.7016858305	0.1088653454
1830	0.1724943659	0.311972653	0.2050579456	0.7010527759	0.1088153204
1835	0.1724790465	0.312072703	0.2052476238	0.7007651321	0.1086652453
1840	0.1724636054	0.3122477906	0.2053289145	0.7006615088	0.1088153204
1845	0.1724473129	0.3121102218	0.2056732533	0.7004959498	0.1086652453
1850	0.1724332531	0.3122602968	0.2057696904	0.7006841392	0.1088153204
1855	0.1724139106	0.3122728031	0.2054699572	0.7009390285	0.1089653954
1860	0.172399171	0.3124353844	0.205647546	0.7009682098	0.1090654454
1865	0.1723854535	0.3124979156	0.2060218998	0.7009015098	0.1090654454
