iter	Passed	Remaining
0	81	327621
1	92	185580
2	103	138274
3	113	113860
4	126	101377
5	168	112158
6	178	101859
7	189	94332
8	199	88580
9	227	90697
10	277	100788
11	287	95705
12	297	91323
13	309	88097
14	318	84731
15	370	92143
16	379	88916
17	389	86130
18	399	83646
19	409	81458
20	451	85623
21	461	83414
22	470	81387
23	479	79476
24	489	77765
25	528	80848
26	537	79123
27	547	77661
28	557	76278
29	566	75003
30	607	77746
31	615	76333
32	624	75064
33	633	73870
34	641	72640
35	678	74713
36	685	73469
37	693	72278
38	705	71632
39	712	70564
40	756	73068
41	764	71999
42	772	71049
43	779	70082
44	786	69165
45	825	70915
46	832	70013
47	839	69092
48	855	68941
49	863	68191
50	901	69800
51	909	69048
52	917	68314
53	926	67713
54	934	67038
55	973	68551
56	980	67826
57	988	67156
58	995	66511
59	1003	65869
60	1042	67336
61	1050	66703
62	1057	66066
63	1064	65447
64	1071	64862
65	1111	66279
66	1119	65687
67	1126	65139
68	1132	64532
69	1139	63983
70	1177	65164
71	1184	64604
72	1191	64092
73	1198	63588
74	1205	63090
75	1264	65275
76	1270	64731
77	1277	64236
78	1284	63745
79	1291	63262
80	1327	64232
81	1334	63755
82	1341	63294
83	1347	62815
84	1354	62363
85	1395	63508
86	1402	63075
87	1409	62640
88	1415	62212
89	1422	61786
90	1463	62867
91	1469	62437
92	1476	62034
93	1483	61633
94	1492	61349
95	1540	62632
96	1546	62238
97	1553	61837
98	1560	61473
99	1566	61103
100	1613	62302
101	1620	61915
102	1626	61542
103	1632	61166
104	1640	60852
105	1680	61724
106	1687	61380
107	1694	61056
108	1704	60828
109	1710	60495
110	1748	61244
111	1754	60902
112	1760	60564
113	1768	60274
114	1774	59950
115	1811	60659
116	1819	60372
117	1825	60058
118	1843	60119
119	1849	59807
120	1889	60585
121	1897	60309
122	1903	60012
123	1910	59717
124	1917	59444
125	1956	60169
126	1963	59865
127	1969	59589
128	1976	59323
129	1983	59042
130	2031	60003
131	2041	59807
132	2047	59538
133	2054	59280
134	2061	59018
135	2106	59841
136	2113	59591
137	2121	59384
138	2128	59134
139	2135	58878
140	2174	59526
141	2181	59272
142	2188	59025
143	2194	58762
144	2201	58527
145	2253	59479
146	2263	59335
147	2270	59094
148	2277	58855
149	2284	58630
150	2323	59223
151	2330	58992
152	2336	58759
153	2344	58544
154	2351	58320
155	2389	58891
156	2398	58701
157	2404	58472
158	2411	58254
159	2418	58033
160	2455	58543
161	2461	58322
162	2469	58121
163	2475	57913
164	2482	57698
165	2525	58338
166	2532	58116
167	2538	57910
168	2545	57703
169	2552	57500
170	2590	58015
171	2597	57803
172	2603	57599
173	2610	57391
174	2616	57191
175	2656	57722
176	2666	57584
177	2672	57393
178	2683	57275
179	2689	57078
180	2740	57831
181	2747	57639
182	2754	57453
183	2760	57260
184	2767	57075
185	2807	57568
186	2814	57383
187	2835	57499
188	2842	57316
189	2849	57130
190	2888	57612
191	2899	57501
192	2906	57323
193	2913	57149
194	2919	56966
195	2958	57409
196	2965	57238
197	2971	57059
198	2978	56882
199	2984	56713
200	3024	57155
201	3030	56984
202	3037	56808
203	3043	56636
204	3049	56460
205	3090	56917
206	3096	56747
207	3103	56582
208	3110	56419
209	3117	56263
210	3155	56667
211	3162	56509
212	3169	56351
213	3176	56201
214	3183	56048
215	3222	56460
216	3230	56311
217	3243	56265
218	3262	56325
219	3269	56171
220	3309	56595
221	3315	56430
222	3322	56279
223	3328	56110
224	3335	55957
225	3374	56346
226	3380	56189
227	3386	56028
228	3393	55887
229	3401	55752
230	3439	56114
231	3446	55975
232	3453	55831
233	3460	55699
234	3468	55562
235	3507	55942
236	3514	55804
237	3521	55668
238	3528	55523
239	3535	55387
240	3574	55758
241	3581	55620
242	3588	55487
243	3599	55414
244	3606	55277
245	3644	55620
246	3651	55484
247	3662	55412
248	3669	55277
249	3677	55169
250	3715	55490
251	3721	55351
252	3730	55249
253	3736	55108
254	3743	54973
255	3779	55272
256	3785	55135
257	3809	55248
258	3831	55335
259	3838	55211
260	3882	55616
261	3889	55496
262	3896	55362
263	3903	55235
264	3909	55105
265	3948	55432
266	3956	55314
267	3963	55186
268	3969	55059
269	3975	54925
270	4014	55236
271	4021	55115
272	4028	54995
273	4034	54868
274	4044	54782
275	4082	55087
276	4089	54965
277	4095	54838
278	4103	54723
279	4109	54602
280	4149	54916
281	4156	54802
282	4163	54685
283	4177	54660
284	4183	54538
285	4224	54861
286	4231	54746
287	4246	54737
288	4261	54726
289	4269	54617
290	4309	54925
291	4316	54809
292	4322	54686
293	4329	54571
294	4337	54470
295	4377	54781
296	4387	54697
297	4394	54586
298	4400	54473
299	4407	54357
300	4448	54665
301	4454	54551
302	4461	54440
303	4469	54334
304	4475	54224
305	4515	54513
306	4522	54402
307	4529	54291
308	4536	54190
