iter	RMSE	AverageGain:top=10	MAP:top=5	RecallAt:top=10	PrecisionAt:top=10
1460	0.1703780792	0.3382380217	0.2204687066	0.7137930775	0.1143680967
1465	0.1703359122	0.3386721137	0.2202420655	0.7142976173	0.1146682468
1470	0.170294126	0.3387665406	0.2203473959	0.7141239193	0.1148683469
1475	0.1702544441	0.3391374986	0.2201889834	0.7147752551	0.1150684469
1480	0.170222588	0.339258383	0.2207881719	0.7143338131	0.1148683469
1485	0.1701944597	0.3393585438	0.2208406981	0.7146031677	0.1149183719
1490	0.1701615082	0.3396499113	0.2211400145	0.7150149241	0.1150684469
1495	0.1701308472	0.3397232281	0.2211272303	0.7156732203	0.115218522
1500	0.1700967385	0.3396621996	0.2207694125	0.715702185	0.1151184719
1505	0.1700600089	0.3400068064	0.2213030126	0.7163955567	0.115218522
1510	0.17002511	0.3402002371	0.2209563115	0.7160733898	0.115368597
1515	0.1699862696	0.3402327677	0.2212243622	0.7163994457	0.115468647
1520	0.1699386077	0.340397398	0.2214914402	0.716553323	0.115568697
1525	0.1699105229	0.3405233695	0.2217033517	0.7164552581	0.115568697
1530	0.1698626888	0.3406320069	0.2222669668	0.7170545838	0.1156687471
1535	0.1698239547	0.3403543589	0.222786949	0.7164779797	0.115518672
1540	0.1697841176	0.34048455	0.2224395531	0.7171568906	0.1157187721
1545	0.1697502487	0.3406720031	0.2226593852	0.7177210615	0.1159688971
1550	0.1697140178	0.3408583534	0.2229809349	0.7180807652	0.1161189722
1555	0.1696708855	0.3409782047	0.2234197654	0.717339888	0.1160689472
1560	0.1696388367	0.341128433	0.2232455116	0.7188549313	0.1163190722
1565	0.1696089725	0.3411421823	0.2234217109	0.71862565	0.1162190222
1570	0.1695748873	0.3412666403	0.2234214329	0.7187084295	0.1163690972
1575	0.1695390875	0.3411785389	0.2236561336	0.7187652344	0.1163190722
1580	0.1694908992	0.3417482065	0.2238666555	0.7199741722	0.1165691973
1585	0.1694616288	0.341863958	0.2240846812	0.7198616159	0.1167192723
1590	0.169432928	0.3417500783	0.2241759769	0.7196865284	0.1166192223
1595	0.169393483	0.3414018833	0.2243406425	0.7191437967	0.1164191223
1600	0.1693609506	0.3415198369	0.2242711634	0.7187852841	0.1165691973
1605	0.1693286919	0.3416529888	0.2246039687	0.7191675876	0.1168193224
1610	0.1692871263	0.3419684238	0.2242254461	0.720452357	0.1168693474
1615	0.1692476095	0.3421826862	0.224496137	0.7205793315	0.1170694474
1620	0.1692130351	0.3426404744	0.2243976155	0.7208614901	0.1172195225
1625	0.1691748793	0.3427088133	0.2240661998	0.7212892824	0.1172195225
1630	0.1691465843	0.3427216494	0.2245957701	0.7215542959	0.1173695975
1635	0.1691049361	0.342813161	0.2252952865	0.7217117159	0.1174196225
1640	0.1690746138	0.3428011571	0.2253333611	0.7220430323	0.1175696975
1645	0.1690454381	0.3429222126	0.2253418376	0.7220479951	0.1173695975
1650	0.1690123536	0.3430778584	0.2257270302	0.7213958833	0.1173695975
1655	0.1689807107	0.3433237449	0.2259196265	0.7215467524	0.1174196225
1660	0.1689473025	0.3434006339	0.2253430882	0.7218921632	0.1175696975
1665	0.1689093066	0.3436909269	0.2257535712	0.7227060317	0.1178198226
1670	0.1688791617	0.343801121	0.2258133233	0.7236850927	0.1177697976
1675	0.1688462494	0.3439664827	0.2258583458	0.7226976942	0.1177197726
1680	0.1688198194	0.3440687585	0.2257132733	0.7239058741	0.1181199727
1685	0.1687814152	0.3441082364	0.2253936691	0.7234712567	0.1180199227
1690	0.1687583761	0.3442970167	0.2255523595	0.7246512298	0.1184201228
1695	0.1687165561	0.3443356259	0.2257616308	0.7252640487	0.1184701478
1700	0.1686789412	0.3444276247	0.2256232283	0.7250104497	0.1183200727
1705	0.1686485347	0.3448677414	0.2260767884	0.7258668608	0.1185701978
1710	0.1686058896	0.3448012126	0.2259017009	0.7261239337	0.1184701478
1715	0.1685754548	0.3447773664	0.2255600022	0.725148446	0.1183700977
1720	0.1685498108	0.3452259475	0.2253179367	0.7260477739	0.1187702978
1725	0.1685130254	0.345277793	0.2254613418	0.7269720897	0.1189203729
1730	0.1684864062	0.3452983601	0.2257573231	0.7266080919	0.1189703979
1735	0.1684585432	0.3453882397	0.2261304263	0.7262865025	0.1188203229
1740	0.1684236623	0.3455534163	0.2261586349	0.7257991131	0.1186202228
1745	0.1683900675	0.3456653092	0.2264914402	0.7253085415	0.1185701978
1750	0.1683626528	0.3459334379	0.2268170196	0.7253140267	0.1186202228
1755	0.1683368546	0.3458292971	0.2272272247	0.7252886019	0.1186702478
1760	0.1683105805	0.3461265791	0.2273044856	0.7268147537	0.1190204229
1765	0.168280039	0.3458931384	0.2280381858	0.726851298	0.1190204229
