iter	PairLogit	AverageGain:top=10	MAP:top=5	RecallAt:top=10	PrecisionAt:top=10
205	0.6199290556	0.2725779556	0.110730921	0.6114973625	0.07329756148
210	0.6194813146	0.2728030682	0.1117896448	0.612368433	0.07369776158
215	0.619077077	0.2732407871	0.1119789061	0.6135753857	0.07394788664
220	0.6186103928	0.2734283809	0.1125508588	0.6129873752	0.07404793667
225	0.6181057834	0.2738410872	0.1125421044	0.6138416244	0.07434808674
230	0.6177658907	0.2741037185	0.1136079151	0.6141038036	0.07434808674
235	0.6174395952	0.2744163749	0.1134219888	0.6140952019	0.07439811175
240	0.6170759945	0.2748666	0.1131229504	0.6150929424	0.07469826183
245	0.6167375351	0.2750667	0.1133437552	0.6160526206	0.07494838689
250	0.6163598722	0.2748666	0.1140909344	0.6147079312	0.07479831185
255	0.6159935598	0.27496665	0.1144181813	0.6140036288	0.07469826183
260	0.6156077231	0.2752042688	0.1150077817	0.6150460646	0.07494838689
265	0.6152355998	0.2750667	0.1156322606	0.614604177	0.0749984119
270	0.6148701396	0.2753293313	0.1156832583	0.615392865	0.07519851195
275	0.6144891452	0.2755919626	0.1164215441	0.616014821	0.07544863702
280	0.6141861704	0.2756920127	0.1164354399	0.6160940273	0.07549866203
285	0.6138855974	0.2757670502	0.1170272636	0.6171661903	0.07554868704
290	0.613542838	0.275954644	0.1174016175	0.6176232641	0.07564873707
295	0.6131236473	0.2761797565	0.1176613307	0.6172077786	0.07574878709
300	0.6127832898	0.2762547941	0.1176992663	0.6186280744	0.07604893717
305	0.6124347583	0.2765799566	0.1183671002	0.6193319978	0.07624903722
310	0.6120483018	0.2766675004	0.118457979	0.6194296657	0.07629906223
315	0.6117671756	0.2767550442	0.1188159357	0.6192434615	0.07634908724
320	0.611484616	0.2769676505	0.1186519649	0.6198081377	0.07654918729
325	0.6111845466	0.277142738	0.1186159747	0.6212362508	0.07679931235
330	0.6108727007	0.2775054194	0.1189796287	0.6217114884	0.07704943742
335	0.6105415242	0.2775429381	0.1191437385	0.6210247363	0.07684933737
340	0.6102526502	0.2777555444	0.1195543605	0.6203615259	0.07679931235
345	0.6099595538	0.2779931632	0.1199919404	0.6223968509	0.07694938739
350	0.6096286484	0.2779681507	0.1200223723	0.6218428221	0.07704943742
355	0.609337024	0.277980657	0.1198267189	0.6214850043	0.0769994124
360	0.6090701149	0.2784308821	0.1200051415	0.623398461	0.07749966253
365	0.6087788779	0.2784058696	0.1206378189	0.6242391592	0.07749966253
370	0.6084775301	0.2785059196	0.1210357957	0.6241978506	0.07754968754
375	0.608105833	0.2787435384	0.1211291757	0.6256954429	0.07794988764
380	0.6078184311	0.2786434884	0.121335112	0.6251705592	0.07774978759
385	0.6075214996	0.2786434884	0.1213531766	0.6245591424	0.07774978759
390	0.6071981095	0.2786935134	0.1216644433	0.6243970664	0.07784983762
395	0.6069029986	0.2790812073	0.1220119782	0.624939004	0.07809996268
400	0.6066115292	0.2792062698	0.1218466178	0.6251742407	0.07814998769
405	0.6063794074	0.2792312823	0.1220111445	0.6259154843	0.07825003772
410	0.606111491	0.2792938136	0.1229082597	0.6259116043	0.07814998769
415	0.6057930595	0.2794563949	0.1229154855	0.6259262581	0.07825003772
420	0.6055023648	0.279118726	0.1226823134	0.6255287379	0.07809996268
425	0.6051714207	0.2794063699	0.1234921627	0.6267600083	0.0782000127
430	0.6048440406	0.2793688511	0.123277611	0.626213523	0.07809996268
435	0.6045175127	0.2799691512	0.1234439442	0.6284375517	0.07870026283
440	0.6042263145	0.279956645	0.1236596076	0.6279706515	0.07855018779
445	0.6039354649	0.2801942638	0.1237479851	0.6288405309	0.07865023782
450	0.6035715929	0.2802693013	0.1241212273	0.6291823685	0.07865023782
455	0.6032908928	0.2803693513	0.1237831416	0.6304996938	0.07890036288
460	0.6030165071	0.2806820077	0.1237572953	0.6310583065	0.07905043792
465	0.6027980988	0.2805194264	0.1239978322	0.6306683388	0.07905043792
470	0.602486524	0.2810571953	0.1242066867	0.6303452606	0.07905043792
475	0.6021534493	0.2813323328	0.1241562448	0.6307746419	0.07930056298
480	0.6018220791	0.2814949141	0.1241429048	0.631822785	0.07950066303
485	0.6015351808	0.2814699016	0.1244010894	0.631733993	0.07945063802
490	0.6012661798	0.2813948641	0.1248210216	0.6312932784	0.07935058799
495	0.6009816446	0.2816700017	0.1246979045	0.6327571056	0.07960071305
500	0.6007031913	0.2817200267	0.1250491913	0.6325186927	0.07975078809
505	0.6004552254	0.281982658	0.1246248124	0.631801478	0.07965073807
510	0.6002167116	0.2821077205	0.1247158301	0.63268168	0.0798008131
515	0.5999551097	0.282182758	0.1250951865	0.6317812298	0.07975078809
520	0.5996868447	0.2822953143	0.1252420655	0.6312997391	0.07970076308
525	0.5994388787	0.2823328331	0.1256613029	0.6325587019	0.0798008131
530	0.5991712336	0.2825954644	0.1262389528	0.6326212332	0.07995088814
535	0.5989271027	0.282820577	0.1261808682	0.6334485578	0.07995088814
540	0.5986971115	0.2827955644	0.1259229615	0.6338786079	0.08005093817
545	0.5983788737	0.2830081708	0.1263301095	0.6340193103	0.08020101321
550	0.5981479527	0.2832082708	0.1263609583	0.6340898	0.08030106323
555	0.5978903409	0.2832082708	0.1259176811	0.6347826383	0.08045113827
560	0.5976526019	0.2834583959	0.1264026458	0.6351203072	0.08040111326
565	0.5973863513	0.2835459396	0.1271688622	0.6351645203	0.08050116328
570	0.5971153359	0.2833208271	0.1270646434	0.6341060365	0.08030106323
575	0.5968723672	0.2836710022	0.1273924462	0.6346965193	0.08050116328
580	0.5966207598	0.2837585459	0.1280202601	0.6348999941	0.08070126333
585	0.5964070776	0.2840461898	0.1276705019	0.6354050446	0.08085133837
590	0.5961297865	0.2840712023	0.1282270302	0.6357223218	0.08090136338
595	0.5958719422	0.2841462398	0.1276795342	0.6342896249	0.08050116328
600	0.5955832232	0.2839961647	0.1280986326	0.6351100567	0.08045113827
605	0.5953084501	0.284108721	0.1286487688	0.6344114381	0.08040111326
610	0.5950971696	0.2843213273	0.1290422989	0.6356384405	0.08070126333
615	0.5948614064	0.2845714524	0.1293499528	0.6359016673	0.08090136338
620	0.5946439665	0.2847215274	0.1291331777	0.6369271801	0.08120151346
625	0.5943985185	0.2847340337	0.1293349453	0.6366395363	0.08110146343
630	0.5941507075	0.2847215274	0.1293649603	0.6361107004	0.08105143842
635	0.5939455865	0.2848340837	0.1293927519	0.6367777006	0.08110146343
640	0.5937404655	0.2849216275	0.129532822	0.6368923412	0.08110146343
645	0.5935153166	0.28514674	0.130030154	0.6370053577	0.08125153847
650	0.5932627407	0.2850842088	0.1302762492	0.6366510139	0.08125153847
655	0.5929647245	0.2851717525	0.1302133011	0.6363472906	0.08130156348
660	0.5927590998	0.2852968151	0.1303501751	0.6367726445	0.08140161351
665	0.5924929267	0.2852217776	0.1303683786	0.6369588848	0.08150166353
670	0.5923027975	0.2855219276	0.1307360625	0.6371762554	0.08160171356
675	0.5920349974	0.2856594964	0.130467317	0.6375097555	0.08175178859
680	0.5917685531	0.2855719526	0.1305229003	0.6369650387	0.08160171356
685	0.5915792375	0.2857345339	0.1301871769	0.6375263312	0.08185183862
690	0.5913951515	0.2861722528	0.1305152576	0.6385825141	0.08215198869
695	0.5911641143	0.2862848091	0.1306403202	0.6387611748	0.08220201371
700	0.5909684068	0.2861097215	0.1309775721	0.6378482184	0.08180181361
705	0.5907704911	0.2863723528	0.131518676	0.638568519	0.08220201371
710	0.5905493711	0.2866725029	0.1314958868	0.6390090198	0.08245213877
715	0.5903604428	0.2866099717	0.13177561	0.6395259449	0.08260221381
720	0.5901212705	0.2865849591	0.1320000278	0.639162668	0.08250216378
725	0.5898604433	0.2868851092	0.1318899728	0.6395497663	0.08265223882
730	0.5896116639	0.2870101718	0.1326566061	0.6396402878	0.08265223882
735	0.5893798519	0.2872227781	0.1325093102	0.6390041743	0.08270226383
740	0.5891375418	0.2874228781	0.1326812017	0.6384248803	0.08255218879
745	0.5889471802	0.2873478406	0.132603385	0.6394088708	0.08270226383
750	0.5887375655	0.2875854594	0.132657023	0.6397419919	0.08290236388
755	0.5885438336	0.2875729531	0.1330588906	0.6395796244	0.08280231386
760	0.5882993154	0.2875729531	0.1328849147	0.6391240061	0.08280231386
765	0.5880752899	0.2876855094	0.1330619476	0.6396244728	0.08290236388
770	0.587846887	0.2878981157	0.1328284976	0.6397546661	0.08315248894
775	0.5876309579	0.288060697	0.1328393363	0.6406095053	0.08340261401
780	0.5874430755	0.2881857595	0.1328029292	0.6409977947	0.08345263902
785	0.5871604772	0.2882107721	0.1327801401	0.6403941198	0.08345263902
790	0.5869717427	0.2882858096	0.1326320104	0.6407848725	0.08350266403
795	0.5867192443	0.2883983658	0.1330459674	0.6407469748	0.08360271406
800	0.586505717	0.2883608471	0.1329617587	0.6406475203	0.08355268904
805	0.5862908338	0.2886234784	0.1334864655	0.6405899157	0.08355268904
810	0.58606952	0.2888736035	0.1337146351	0.6417603603	0.08370276408
815	0.58590368	0.2888736035	0.1340773164	0.6418776808	0.08370276408
820	0.5856855428	0.2889736535	0.134078706	0.6421184939	0.08380281411
825	0.585491501	0.2890862098	0.1341092769	0.6424095485	0.08405293917
830	0.5852346639	0.289198766	0.1348024012	0.6421392324	0.08385283912
835	0.5850419005	0.2892738036	0.1347145795	0.6421943796	0.08420301421
840	0.5848053624	0.2893488411	0.1350008338	0.6423319484	0.08430306423
845	0.5846119405	0.2893988661	0.1352480407	0.6424403359	0.08420301421
850	0.5844072455	0.2897240287	0.135223584	0.6435101016	0.08435308924
855	0.5842024732	0.2900116725	0.1348528431	0.6436830027	0.08440311426
860	0.5840085089	0.2899991662	0.134699433	0.6441370176	0.08465323932
865	0.5838301562	0.2899616475	0.1348559002	0.6428028007	0.08425303922
870	0.5836135298	0.29008671	0.1353082097	0.6432768472	0.08440311426
875	0.5834136385	0.2900616975	0.1352428992	0.6420510206	0.08425303922
880	0.5831868238	0.2901242288	0.135223723	0.6429014459	0.08435308924
885	0.5829541984	0.2903493413	0.1352988994	0.6422786236	0.08430306423
890	0.5827527575	0.2906619977	0.1351806459	0.6428211568	0.08455318929
895	0.5825684391	0.290824579	0.1353230782	0.6432959402	0.08475328934
900	0.5823883045	0.2908370852	0.135413957	0.6427794693	0.08460321431
905	0.5821930231	0.2910621978	0.1355565283	0.6436613496	0.08480331436
910	0.5819819751	0.291074704	0.1356335112	0.6437447246	0.08485333937
915	0.5818119125	0.2910621978	0.1355548608	0.6437989184	0.08480331436
920	0.5816142293	0.2913123228	0.1359158746	0.6434034826	0.08480331436
925	0.5814199163	0.2912497916	0.1357406481	0.6436655184	0.08480331436
930	0.5812037161	0.2912998166	0.1361394586	0.6435863121	0.08485333937
935	0.5809901113	0.2913248291	0.1358851648	0.6431444245	0.08490336438
940	0.5807823948	0.2914248791	0.1357770552	0.6442547019	0.08510346443
945	0.5805733224	0.2915624479	0.1361330665	0.6441991185	0.08505343942
950	0.5803749806	0.2919251292	0.1366897338	0.6444755725	0.08520351446
955	0.5802033685	0.2919001167	0.1367686621	0.6442421225	0.08515348944
960	0.5799968141	0.2917750542	0.13676227	0.6440079145	0.08510346443
965	0.5798177255	0.291812573	0.1370868768	0.6440940686	0.08520351446
970	0.5796634295	0.2919751542	0.1374812406	0.6445081465	0.08530356448
975	0.5794501346	0.2921252293	0.1375282085	0.6442840446	0.08525353947
980	0.5792718982	0.2925254294	0.1381326774	0.6450962562	0.08555368954
985	0.5790927321	0.2926254794	0.137857123	0.6443460615	0.08540361451
990	0.5789050822	0.2926504919	0.1378116836	0.6448463116	0.08555368954
995	0.5787304097	0.2927880607	0.1382199433	0.6459087476	0.08580381461
1000	0.5785529868	0.2929256295	0.1381693625	0.6457935049	0.08580381461
1005	0.5783826918	0.2930256795	0.1385412151	0.6465859494	0.08615398969
1010	0.5781999617	0.2931757545	0.1388013451	0.6457438616	0.08620401471
1015	0.5780194397	0.2931757545	0.1392900617	0.6463570383	0.08610396468
1020	0.5778228411	0.2932257796	0.1389444722	0.6459248778	0.08605393967
1025	0.5776382516	0.2933883608	0.1388277472	0.6464540954	0.08620401471
1030	0.5774929817	0.2935384359	0.1384797955	0.6465060153	0.08640411476
1035	0.5773037048	0.2936134734	0.1385728976	0.6465839733	0.08645413977
1040	0.5771347656	0.2937260297	0.1387731366	0.6461670982	0.08640411476
1045	0.5769694292	0.2936885109	0.1384950809	0.6456807439	0.08635408974
1050	0.5767925099	0.2939011172	0.1389982491	0.6461412916	0.08645413977
1055	0.5766222923	0.2939511422	0.139165416	0.6462284564	0.08635408974
1060	0.5764340226	0.2939011172	0.1389961647	0.6457698938	0.08615398969
1065	0.5762514475	0.293888611	0.1390661998	0.6453242164	0.08615398969
1070	0.5760846389	0.2940636985	0.1391305375	0.6453842663	0.08620401471
1075	0.5758496504	0.2941012173	0.1393234117	0.6452244641	0.08620401471
1080	0.5756621942	0.2941762548	0.1389290479	0.6451657227	0.08625403972
1085	0.5755018938	0.2944889111	0.1390424379	0.6459510179	0.08645413977
1090	0.5753388429	0.2945764549	0.13919557	0.6466174225	0.08655418979
1095	0.5751614587	0.2946639987	0.1394834917	0.6459837724	0.08650416478
1100	0.5749802394	0.2947890612	0.139485993	0.645671116	0.08640411476
1105	0.5747995625	0.29482658	0.1394618142	0.6458221656	0.08635408974
1110	0.5746105954	0.294876605	0.1391608304	0.645870437	0.08635408974
1115	0.5744490166	0.2946639987	0.1392678284	0.6462157535	0.08635408974
1120	0.5742855009	0.2946389862	0.1395667278	0.6461262427	0.08650416478
1125	0.5740923501	0.2948515925	0.1392920071	0.647080649	0.08675428984
1130	0.5739042353	0.2948390862	0.1392767217	0.6461129032	0.08645413977
1135	0.5737255728	0.2951517425	0.1395792341	0.6466894902	0.08670426483
1140	0.573569766	0.2952517926	0.1396645545	0.6466709474	0.08675428984
1145	0.5734071025	0.2955394364	0.1394210994	0.6464327331	0.08665423982
1150	0.5732345607	0.2956394864	0.1394644544	0.6463702018	0.08660421481
1155	0.5730819692	0.2957270302	0.1398468679	0.646726149	0.08670426483
1160	0.5728896707	0.295914624	0.1396242566	0.6479645057	0.08685433987
1165	0.57267471	0.2959771552	0.1401303429	0.648093358	0.08695438989
1170	0.5725134411	0.2962522928	0.139782947	0.648200777	0.08705443992
1175	0.57236821	0.2962272803	0.140303763	0.648312424	0.08705443992
1180	0.5721921817	0.2961772553	0.1399969429	0.6478495032	0.08700441491
1185	0.5720127831	0.2962022678	0.1402455394	0.6483354935	0.08715448994
1190	0.5718651115	0.2962522928	0.1404232672	0.6480436809	0.08700441491
1195	0.5717250326	0.2962022678	0.1410152298	0.6476631002	0.08695438989
1200	0.5715514448	0.2963023178	0.1410769274	0.6477689223	0.08695438989
1205	0.5713604634	0.2963398366	0.1412019899	0.6469073804	0.08690436488
1210	0.5712241809	0.2963023178	0.1413487299	0.646949068	0.08680431486
1215	0.5710786786	0.2965024179	0.1413295537	0.6474243056	0.08695438989
1220	0.5709069115	0.2966900117	0.1415371575	0.6486125259	0.08740461501
1225	0.5707604408	0.2968650992	0.1411608582	0.648695901	0.08730456498
1230	0.5705483081	0.2968150742	0.1415479962	0.6478310746	0.08715448994
1235	0.570329551	0.2971402368	0.1413264966	0.6484666928	0.08720451496
1240	0.5701183481	0.2972652993	0.1416105275	0.6489169179	0.08745464002
1245	0.5699554134	0.2971902618	0.14148213	0.6487084804	0.08735458999
1250	0.5697694292	0.2972903118	0.1420029459	0.6488473485	0.08745464002
1255	0.5695641533	0.2974904119	0.1420896559	0.6494226361	0.08745464002
1260	0.5694137699	0.2974779056	0.1420565838	0.64871424	0.08740461501
1265	0.5692552902	0.2974278806	0.1422470958	0.6494752265	0.08750466503
1270	0.5691057591	0.2975404369	0.1417572675	0.6494796405	0.08755469004
1275	0.5689578163	0.2975154244	0.1423008727	0.6492144438	0.08740461501
1280	0.5687846159	0.2973903618	0.1421809516	0.6490823098	0.08745464002
1285	0.5686297776	0.2975029181	0.1423318604	0.6493503343	0.08755469004
1290	0.5684773023	0.2976029682	0.14260005	0.6488000591	0.08750466503
1295	0.5683342406	0.2975779556	0.1427620755	0.6485191494	0.08745464002
1300	0.5681615825	0.2978030682	0.1431806181	0.6486872891	0.08755469004
1305	0.567994619	0.2979656495	0.1432906731	0.6486766777	0.08760471506
1310	0.5678312195	0.2980031683	0.1430826524	0.6489337507	0.08765474007
1315	0.5676717326	0.298190762	0.14315769	0.6487308715	0.08765474007
1320	0.5674808674	0.2982908121	0.1433564004	0.6487962964	0.08760471506
1325	0.5673491948	0.2982657996	0.1432588516	0.6488804835	0.08765474007
1330	0.567184052	0.2983283308	0.1432232783	0.6490533722	0.08775479009
1335	0.5670237516	0.298190762	0.1431853427	0.6493034972	0.08780481511
1340	0.566894597	0.2982783058	0.1429764882	0.6493347629	0.08785484012
1345	0.566760174	0.2984658996	0.143141015	0.6493426122	0.08800491516
1350	0.5665938303	0.2986284809	0.1425769829	0.6497594873	0.08810496518
1355	0.5664385271	0.2986034684	0.1425579456	0.6509406306	0.08810496518
1360	0.5662872141	0.2987660497	0.1429714857	0.6510101098	0.08830506523
1365	0.566150273	0.298928631	0.1431382358	0.6510517973	0.08830506523
1370	0.5660020978	0.2989661497	0.142857262	0.6512198911	0.08830506523
1375	0.5658504748	0.2992537936	0.1431115558	0.6514885861	0.08845514027
1380	0.5657072968	0.2993413373	0.1432716358	0.6518066356	0.08855519029
1385	0.5655438198	0.2994038686	0.1436326497	0.6516267837	0.08860521531
1390	0.5653689924	0.2994413874	0.143574843	0.6520714505	0.08860521531
1395	0.5652100478	0.2996664999	0.1441731977	0.6522058278	0.08875529034
1400	0.5650784527	0.2997790562	0.1440384081	0.6521032124	0.08865524032
1405	0.5649198955	0.2998040687	0.1438655439	0.6530899695	0.08890536538
1410	0.564772495	0.2997415374	0.1441832027	0.6525445045	0.08875529034
1415	0.5646290846	0.2998540937	0.1445247624	0.6529494689	0.08895539039
1420	0.5644707599	0.2999541437	0.1446000778	0.6529949462	0.08905544042
1425	0.5643297125	0.3001917625	0.1448090712	0.6529699337	0.08925554047
1430	0.5641763463	0.3001042188	0.1447936468	0.6528236484	0.08920551546
1435	0.5639987297	0.3002793063	0.1444812684	0.6535906986	0.08940561551
1440	0.5638161545	0.3002793063	0.1447975377	0.6536670771	0.08945564052
1445	0.5636582172	0.3003293313	0.1450019454	0.6531689113	0.08935559049
1450	0.5635089572	0.3003668501	0.1451395142	0.6533439989	0.08940561551
1455	0.5633228956	0.3004043689	0.1451945417	0.653670154	0.08935559049
1460	0.5631528718	0.3003668501	0.1452686065	0.653511146	0.08930556548
1465	0.5630287919	0.3002292813	0.1453990884	0.6532860334	0.08925554047
1470	0.5628717068	0.3003168251	0.145286949	0.653844646	0.08945564052
1475	0.5627065253	0.3006544939	0.1452619365	0.6543337795	0.08960571556
1480	0.5625483942	0.300804569	0.1454684287	0.6544898099	0.08970576558
1485	0.5623968487	0.3007920627	0.1455898783	0.6540729348	0.08960571556
1490	0.5622303888	0.3010421878	0.1458718248	0.6540812723	0.08955569054
1495	0.5620846929	0.3010421878	0.1460010561	0.6542063348	0.08955569054
1500	0.5619314041	0.3009796565	0.1457271691	0.6541002212	0.08950566553
1505	0.5617846622	0.3010421878	0.146088044	0.6544754088	0.08960571556
1510	0.5616445058	0.301104719	0.1458274971	0.6550923839	0.08975579059
1515	0.5614964468	0.3011422378	0.1465928798	0.6548617908	0.08975579059
1520	0.5613539661	0.3010171753	0.1469177644	0.6547561824	0.08960571556
1525	0.5611969198	0.300954644	0.1466645823	0.6543976698	0.08960571556
1530	0.5610179473	0.300954644	0.146685704	0.6539997436	0.08945564052
1535	0.5608701982	0.3010296815	0.146542021	0.6541719106	0.08950566553
1540	0.560726168	0.3011797565	0.1467679673	0.6548111191	0.08965574057
1545	0.5605760558	0.301004669	0.1467946473	0.6541026119	0.08950566553
1550	0.5603877086	0.3011422378	0.1470439386	0.6544950576	0.08970576558
1555	0.5602476297	0.3011797565	0.1469730699	0.6546233268	0.08970576558
1560	0.5600993382	0.3011922628	0.1471098049	0.6544549495	0.08980581561
1565	0.5599273387	0.3014423879	0.1469669557	0.6548301371	0.08985584062
1570	0.5597797833	0.3014423879	0.1470615863	0.6546943219	0.08975579059
1575	0.5596576792	0.3014548941	0.147173031	0.6548610719	0.08980581561
1580	0.5595272462	0.3014048691	0.1469348563	0.6545025594	0.08975579059
1585	0.5593698899	0.3016174754	0.1470214274	0.6549714957	0.08995589064
1590	0.5592169885	0.3018050692	0.1467738036	0.6546546706	0.08985584062
1595	0.559069898	0.3017925629	0.1466609694	0.6550034075	0.08995589064
1600	0.558923156	0.3017300317	0.1467818632	0.6548856719	0.08980581561
1605	0.5587688988	0.301842588	0.14679562	0.6550459793	0.08995589064
1610	0.5586209948	0.3018175755	0.1467974265	0.6548786518	0.09005594067
1615	0.5584640646	0.3019051192	0.1467765827	0.6547234335	0.09005594067
1620	0.5583535045	0.3020802068	0.1471980435	0.6548346002	0.09015599069
1625	0.5582262869	0.302092713	0.1472180535	0.655181202	0.09020601571
1630	0.5580724171	0.3021552443	0.1471471847	0.6546847417	0.09015599069
1635	0.5579486859	0.302192763	0.1472222222	0.6557684004	0.09030606573
1640	0.5577800954	0.3022052693	0.1477085765	0.6554974316	0.09020601571
1645	0.5576619813	0.3022427881	0.1476541048	0.6558011549	0.09030606573
1650	0.5575073367	0.3024178756	0.1481857595	0.6560491144	0.09050616578
1655	0.5573736884	0.3023553443	0.1481147518	0.6558823643	0.09045614077
1660	0.5572039745	0.3022177756	0.1485588628	0.6552528954	0.09010596568
1665	0.5570501434	0.3023803568	0.1478180757	0.6556536785	0.09030606573
1670	0.5569187807	0.3021177255	0.1481153077	0.6554924868	0.09030606573
1675	0.5567898199	0.3024428881	0.1485634484	0.6555254704	0.09035609074
1680	0.5566505545	0.3024679006	0.1484583959	0.6558968682	0.09035609074
1685	0.5565082288	0.3024929131	0.1482532933	0.6561330974	0.09040611576
1690	0.5563492842	0.3026805069	0.14817103	0.6560802932	0.09050616578
1695	0.5562090116	0.3026429882	0.1481751987	0.6560802932	0.09050616578
1700	0.5560750147	0.3026680007	0.1482660775	0.6555800431	0.09035609074
1705	0.5559134746	0.3026554944	0.1484253238	0.6555480095	0.09035609074
1710	0.5557732796	0.3027055194	0.1480666722	0.6552978845	0.09030606573
1715	0.5556477277	0.3027430382	0.1481656106	0.6556730721	0.09040611576
1720	0.5555113677	0.3028180757	0.148828442	0.655573022	0.09035609074
1725	0.5553788041	0.3029056195	0.1484867434	0.6556730721	0.09040611576
1730	0.5552353937	0.3029431382	0.1484310211	0.6560870778	0.09055619079
1735	0.5551164661	0.303030682	0.1484506142	0.6557058265	0.09045614077
1740	0.5549760386	0.3029556445	0.1487735534	0.6562727767	0.09050616578
1745	0.5548499831	0.3028430882	0.1486244511	0.6558894681	0.09050616578
1750	0.5547147078	0.3031057195	0.1485658107	0.656116259	0.09055619079
1755	0.5545728082	0.303180757	0.1493789951	0.6563131648	0.09065624082
1760	0.5544394311	0.3032057696	0.1492685232	0.6565907658	0.09070626583
1765	0.5543231378	0.3033308321	0.1493956701	0.6564010876	0.09065624082
1770	0.5541701977	0.3036810072	0.1494448613	0.6577044053	0.09115649094
1775	0.5540454206	0.3036810072	0.1492975654	0.6574319477	0.09105644092
1780	0.5539054967	0.3037685509	0.1492639375	0.6572937834	0.09105644092
1785	0.553786879	0.3039436385	0.1497932299	0.6580441585	0.09115649094
1790	0.5536124002	0.3038310822	0.1499269079	0.6576689709	0.09110646593
1795	0.5534772799	0.3036935134	0.1497601579	0.6572507794	0.09090636588
1800	0.5533215893	0.303918626	0.1492818632	0.6574647021	0.09105644092
1805	0.5531582285	0.3038435885	0.1492371186	0.6572488845	0.09085634087
1810	0.5530360857	0.303918626	0.1491162248	0.6572466106	0.09090636588
1815	0.552893605	0.303968651	0.1493781613	0.6572466106	0.09090636588
1820	0.5527441126	0.3040937135	0.14934898	0.6574018775	0.09095639089
1825	0.5525984166	0.3042562948	0.1497327831	0.6579301866	0.09120651596
1830	0.5524577954	0.3040561948	0.1500518315	0.6576085972	0.09105644092
1835	0.5523086517	0.3043938636	0.1503378078	0.6584215036	0.09115649094
1840	0.5521698125	0.3043688511	0.1504245178	0.6575460659	0.09105644092
1845	0.5520141219	0.3046189762	0.1507817798	0.6577515258	0.09125654097
1850	0.5518830304	0.3046690012	0.1503658774	0.6577707662	0.09130656598
1855	0.5517539146	0.3046439887	0.150380468	0.6581578645	0.09125654097
1860	0.5516192204	0.3043938636	0.1502587405	0.6575382094	0.09100641591
1865	0.551463801	0.3044563949	0.1503858874	0.6572344861	0.09105644092
1870	0.5513031519	0.3045189261	0.1506210049	0.6574131469	0.09105644092
