iter	AverageGain:top=10	MAP:top=5	RecallAt:top=10	PrecisionAt:top=10
0	0.2023928631	0.05043855261	0.5287888641	0.04508345443
5	0.2334083709	0.07054165972	0.554062088	0.05313748144
10	0.2413873603	0.07136137513	0.5631901453	0.05688935738
15	0.2444638986	0.07294522261	0.5683582988	0.05798990765
20	0.2458270802	0.07384789617	0.5716608218	0.05909045793
25	0.2490411873	0.07878494803	0.5727986136	0.05969075808
30	0.2492162748	0.08015438275	0.5735079836	0.06014098319
35	0.2497915624	0.08018064588	0.5754448772	0.06049115828
40	0.2503418376	0.0820350453	0.576691561	0.06089135838
45	0.2518801067	0.08161719749	0.5780690437	0.06124153347
50	0.2523928631	0.08241662498	0.5778430108	0.06154168354
55	0.2526179757	0.0825223723	0.5778351652	0.06159170855
60	0.2537310322	0.08534892446	0.5820751491	0.06269225883
65	0.2541437385	0.08674879106	0.5809549754	0.06264223382
70	0.2550191763	0.08779500862	0.584249798	0.06324253397
75	0.2552192763	0.08829637041	0.5855943384	0.06364273407
80	0.2562072703	0.0899502529	0.5869461794	0.06409295918
85	0.2565324329	0.09030195653	0.5890524658	0.06464323432
90	0.2574078706	0.09282571841	0.5928181968	0.06564373457
95	0.257820577	0.09366613862	0.5931067133	0.06574378459
100	0.258120727	0.09382983158	0.5947952741	0.0661940097
105	0.2582958146	0.09410774832	0.5950398102	0.06654418479
110	0.2586084709	0.09484089267	0.5953020445	0.06679430985
115	0.258958646	0.09490884331	0.5966878851	0.06709445993
120	0.2593588461	0.09568881663	0.5978682247	0.06744463502
125	0.2599091212	0.09650339058	0.5990755744	0.06764473507
130	0.2597965649	0.09735298205	0.5981518983	0.06759471005
135	0.2603343338	0.09858095715	0.5999962137	0.06809496018
140	0.2608095715	0.1000289033	0.6011945401	0.0685952103
145	0.2612723028	0.1006957645	0.6013859237	0.06889536038
150	0.2614473904	0.1007828914	0.601360609	0.06909546043
155	0.2618600967	0.1017205825	0.6018644448	0.06914548544
160	0.262122728	0.1031535212	0.6020603761	0.06929556048
165	0.2624854094	0.1035692846	0.6028172235	0.06949566053
170	0.2625979656	0.1040584181	0.6030666883	0.06944563552
175	0.2628355845	0.1049545606	0.6043452487	0.0697958106
180	0.263010672	0.1055688956	0.6043022003	0.06999591065
185	0.2633483408	0.1058426435	0.6053574898	0.07009596068
190	0.2637360347	0.1062527097	0.6054742149	0.07024603572
195	0.264198766	0.1066562448	0.6074208078	0.07064623582
200	0.2645864599	0.1071186982	0.6086634746	0.07084633587
205	0.2647990662	0.1079649547	0.6091887372	0.07109646093
210	0.2647490412	0.1083490356	0.6090602107	0.07124653597
215	0.2647115224	0.1088811072	0.6086179441	0.07109646093
220	0.2648991162	0.1085399644	0.6088420641	0.07124653597
225	0.26488661	0.1095465788	0.6086800784	0.07119651095
230	0.2652868101	0.1096274526	0.6088724365	0.07119651095
235	0.2651242288	0.1101422934	0.6096311492	0.07134658599
240	0.2654869101	0.1111216719	0.609985114	0.07144663602
245	0.2658370852	0.1108605692	0.610413271	0.0717968111
250	0.2661372353	0.1109418598	0.6104476316	0.07184683612
255	0.2663998666	0.1120089211	0.6111068898	0.0721970112
260	0.2664248791	0.1121899839	0.6107213615	0.07194688614
265	0.2666624979	0.1128432272	0.6115134242	0.0721970112
270	0.2669876605	0.1129484187	0.6119573962	0.07244713627
275	0.2671877605	0.1129835751	0.6111822251	0.07229706123
280	0.2676755044	0.1143355011	0.6130692066	0.07279731135
285	0.2677005169	0.1139746262	0.6124675169	0.07274728634
290	0.2677880607	0.1141083042	0.6127498009	0.07279731135
295	0.2682632983	0.1147304208	0.6147135116	0.07309746143
300	0.2684133734	0.1150376577	0.6153866504	0.07349766153
305	0.2684383859	0.1158431994	0.6160286381	0.07364773657
310	0.2684008671	0.1157420377	0.6153981613	0.07359771155
315	0.2685759546	0.1167300317	0.6162596852	0.07359771155
320	0.2688761047	0.1175209827	0.6168111514	0.0737978116
325	0.2689761547	0.1169402757	0.6167694639	0.0737978116
330	0.2692387861	0.1178678228	0.6169137668	0.07389786163
335	0.2693888611	0.1176006059	0.6170134378	0.07384783662
340	0.2695889611	0.117980518	0.6181153777	0.07409796168
345	0.2697640487	0.1183223556	0.6179472381	0.07424803672
350	0.269976655	0.1185724807	0.6177435648	0.07434808674
355	0.2700391863	0.1189860208	0.6180141671	0.07449816178
360	0.2701517425	0.1198508977	0.6184473383	0.07454818679
365	0.2702267801	0.1199414985	0.6185321029	0.07469826183
370	0.2703518426	0.1207666333	0.618078106	0.07464823682
375	0.2700641988	0.1206519927	0.6182893227	0.07469826183
380	0.2702267801	0.1210428826	0.6188779107	0.07489836188
385	0.2705394364	0.1215297927	0.6192568881	0.0749984119
390	0.2705269301	0.1214339114	0.6198196695	0.07509846193
395	0.2706394864	0.1213755489	0.6202532196	0.07529856198
400	0.2706019677	0.1219194319	0.6198866147	0.07524853697
405	0.2705769551	0.1220754822	0.6197858699	0.07524853697
410	0.270814574	0.1225696181	0.6200429429	0.07529856198
415	0.2710271803	0.1220172586	0.62045287	0.07544863702
420	0.2712397866	0.1226631371	0.6204181304	0.07574878709
425	0.2716149742	0.1230491635	0.6212664984	0.0757988121
430	0.2716399867	0.1228286365	0.6206203419	0.07569876208
435	0.2717400367	0.1229245178	0.6205327982	0.07574878709
440	0.272002668	0.1234043411	0.6211035381	0.07594888714
445	0.2721777555	0.1234449169	0.6216133168	0.07624903722
450	0.2722903118	0.1236744761	0.6215549543	0.0761990122
455	0.2723278306	0.1239437774	0.6222860016	0.07634908724
460	0.2723903618	0.1244165138	0.6222600146	0.07639911225
465	0.2724528931	0.1244765438	0.6227689812	0.07639911225
470	0.2727030182	0.1244056751	0.6233522274	0.07664923732
475	0.2730156745	0.1242872825	0.6242771758	0.07689936238
480	0.2731532433	0.1246815074	0.6253729618	0.07704943742
485	0.2731532433	0.1249333	0.6254936361	0.07719951245
490	0.2734658996	0.1252633261	0.6257558885	0.07734958749
495	0.2737410372	0.1256660275	0.6267027905	0.07759971255
500	0.2737660497	0.1256090545	0.6266402592	0.07759971255
505	0.273878606	0.1259194875	0.6271035861	0.0777998126
510	0.2738660997	0.1262895337	0.6273328674	0.0777998126
515	0.2741662498	0.1264846312	0.6285733867	0.07809996268
520	0.2743163248	0.1268998388	0.6290791951	0.07825003772
525	0.2743038186	0.1273142127	0.6293876827	0.07830006273
530	0.2742162748	0.1276229782	0.6296586515	0.07845013777
535	0.274128731	0.1277665221	0.6291314038	0.07830006273
540	0.2741912623	0.1285071703	0.6300012832	0.07845013777
545	0.2744288811	0.1285916569	0.6310232227	0.07870026283
550	0.2744914124	0.1292986771	0.6317603066	0.07875028784
